Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Ryne Nelson","ARI",6,6,7,4.48161,20,19,0,0,108,458,105,58,54,16,37,1,4,93,7.75637,3.07799,2.51995,1.33504,0.202647,0.080417,0.1222296878695488,0.250869,1.31315,0.287597,0.698244,,,4.46218,0.856847,0.924539,436.1499938964844,3.91957,-0.437535,0.585727,"26253"
"Luke Weaver","CIN",4,7,3,4.85547,33,16,0,1,96,416,100,56,52,16,33,1,4,91,8.49307,3.09764,2.74179,1.4566,0.218061,0.0795325,0.13852886110544205,0.264578,1.3875,0.310618,0.690048,,,4.4818,0.831662,0.496157,726.52001953125,2.33108,-0.202992,0.806134,"16918"
"Tylor Megill","NYM",4,4,3,4.00685,29,9,0,1,64,264,58,31,28,9,19,1,2,68,9.63562,2.64456,3.64355,1.22788,0.258783,0.0710247,0.18775776028633118,0.239268,1.20596,0.297761,0.711401,,,3.7199,0.830307,0.60068,424.6700134277344,2.75233,-0.280263,0.486345,"21318"
"Ryan Pressly","HOU",3,3,0,2.92317,56,0,31,1,56,223,45,20,18,5,16,1,2,67,10.8059,2.52698,4.2762,0.818998,0.300454,0.0702619,0.23019224405288696,0.218777,1.08752,0.298741,0.764988,,,2.81993,0.825115,0.833664,54.150001525878906,1.77314,0.631968,1.96121,"7005"
"Chris Martin","BOS",3,2,0,3.44825,59,0,3,15,57,230,54,24,22,6,9,1,2,61,9.72667,1.40327,6.93143,1.01906,0.266905,0.0385065,0.2283989004790783,0.248751,1.11616,0.317676,0.730655,,,2.98966,0.816232,0.603928,564.7899780273438,1.17628,-0.630171,0.896561,"11847"
"JP Sears","OAK",5,5,5,3.88543,39,13,0,1,93,390,87,44,40,12,30,1,4,81,7.86122,2.87548,2.73388,1.12988,0.208004,0.0760839,0.1319204494357109,0.244381,1.25769,0.28614,0.728731,,,4.07818,0.815163,0.658537,568.27001953125,3.37927,-1.74234,0.196656,"23429"
"Collin McHugh","ATL",4,2,1,3.22813,54,1,1,14,61,250,54,24,22,6,16,1,3,66,9.70841,2.31528,4.19319,0.917304,0.264719,0.0631308,0.2015886753797531,0.231151,1.12912,0.297135,0.749421,,,3.18917,0.799642,0.887159,698.25,1.98818,0.900311,0.887645,"7531"
"Giovanny Gallegos","STL",4,4,0,3.35413,63,0,8,20,64,260,51,26,24,7,18,1,3,74,10.3864,2.57824,4.0285,1.02139,0.286462,0.0711089,0.21535339206457138,0.21587,1.08484,0.281747,0.734106,,,3.27045,0.795339,0.685785,302.2099914550781,2.22721,-0.180734,0.923307,"14986"
"Michael King","NYY",3,3,0,3.34357,48,0,4,12,57,235,48,23,21,5,18,1,3,65,10.2493,2.82736,3.62504,0.825937,0.277187,0.0764645,0.20072226971387863,0.225012,1.15706,0.298605,0.732317,,,3.115,0.7935,0.627913,583.1500244140625,2.26251,-0.577661,0.834996,"19853"
"Kyle Muller","OAK",5,8,6,4.06301,26,19,0,0,105,446,96,51,47,13,42,1,4,97,8.31565,3.63395,2.28832,1.08669,0.216956,0.09481,0.12214579433202744,0.240218,1.32066,0.28719,0.720688,,,4.15977,0.789562,0.826954,477.55999755859375,4.45038,-0.826415,0.290783,"20167"
"Seth Lugo","SDP",6,6,4,4.02484,49,13,1,6,105,439,97,51,47,15,33,1,4,105,8.98572,2.86667,3.13455,1.28952,0.238265,0.0760125,0.16225255280733109,0.242661,1.24772,0.292434,0.727349,,,4.06169,0.782452,0.919553,497.8299865722656,2.16468,0.517342,0.148031,"12447"
"Drew Rucinski","OAK",6,8,7,4.17748,35,18,0,0,118,502,116,60,55,16,38,1,6,103,7.87119,2.88391,2.72934,1.191,0.205695,0.0753643,0.13033071905374527,0.252772,1.30144,0.295284,0.713971,,,4.19603,0.777193,0.528565,560.4000244140625,4.02773,-0.690363,0.40633,"12499"
"Jason Adam","TBR",3,3,0,3.11746,61,0,11,17,60,245,46,23,21,6,21,1,4,72,10.7692,3.17562,3.39122,0.887131,0.293502,0.0865476,0.20695427060127258,0.207844,1.11374,0.279964,0.755564,,,3.24872,0.769359,0.789195,308.80999755859375,1.3849,1.51365,1.04923,"11861"
"Erik Swanson","TOR",3,3,1,3.67688,60,1,5,15,62,252,55,27,25,8,16,1,2,67,9.83978,2.33753,4.20948,1.12882,0.267225,0.0634818,0.20374347269535065,0.235069,1.15092,0.297679,0.724734,,,3.45678,0.769308,0.44334,517.9600219726562,2.73798,0.906257,0.776801,"16587"
"Alex Vesia","LAD",4,2,0,3.39164,61,0,5,15,59,242,45,24,22,6,25,1,2,78,11.9933,3.83139,3.13029,0.924355,0.322949,0.103169,0.2197798639535904,0.207613,1.18554,0.295398,0.744823,,,3.18193,0.762482,0.628746,533.72998046875,1.16701,0.0371407,0.722857,"25007"
