"","Name","Team","playerid","IP","QS","SO","WHIP","ERA","SVHD","pr","rank","position"
"59","Cole Irvin","OAK","19244",2.02776254449981,1.94890358632928,1.06378133785698,2.18494514470409,2.26997514915136,-0.674113734802185,1.38045985640341,65,"SP"
"60","Dylan Bundy","MIN","12917",1.83513805009774,1.71807862581946,1.59309730934393,1.97900648057542,2.30595345922412,-0.674113734802185,1.31636601892255,66,"SP"
"61","Brad Keller","KCR","15734",1.8779434932982,1.71807862581946,1.27550772645176,2.30864597971539,2.13056566853846,-0.674113734802185,1.19583358768514,67,"SP"
"62","Zack Greinke","","1943",1.94215165809889,2.17972854683911,1.21198980987333,1.8565099652374,2.08987652937702,-0.674113734802185,1.16534860328764,68,"SP"
"63","Taijuan Walker","NYM","11836",1.89934621489843,1.71807862581946,1.59309730934393,1.9697160145245,2.07579580946365,-0.674113734802185,1.14112606791185,69,"SP"
"64","JT Brubaker","PIT","17578",1.83513805009774,1.48725366530963,1.65661522592236,1.92808096296298,2.20635307277807,-0.546207404235361,1.12643940149949,71,"SP"
"65","Blake Snell","SDP","13543",1.79233260689728,1.71807862581946,2.44000286372303,1.75741166069427,1.49279188422694,-0.674113734802185,1.08570973522287,72,"SP"
"66","Steven Matz","STL","13361",1.92074893649866,1.71807862581946,1.63544258706288,1.96593100983709,1.91769831455396,-0.674113734802185,1.04299156763394,73,"SP"
"67","Brady Singer","KCR","25377",1.77092988529705,1.94890358632928,1.55075203162497,1.98520012460937,1.82591479835393,-0.674113734802185,0.966792520076491,74,"SP"
"68","Dallas Keuchel","CHW","9434",1.96355437969912,1.48725366530963,0.809709671543252,2.43423931707038,2.31185493742311,-0.674113734802185,0.891704064907381,75,"SP"
"69","Cal Quantrill","CLE","19312",1.85654077169797,1.94890358632928,1.31785300417072,1.95061894541984,1.86034008784802,-0.674113734802185,0.81934848932772,76,"SP"
"70","Ranger Suárez","PHI","17277",1.81373532849751,1.94890358632928,1.52957939276549,1.8296708410903,1.51246347822356,-0.546207404235361,0.64735105133486,78,"SP"
"71","Alex Wood","SFG","13781",1.79233260689728,1.94890358632928,1.76247842021975,1.68205565828128,1.56837221905606,-0.674113734802185,0.63923458464554,80,"SP"
"72","Josiah Gray","WSN","24580",1.64251355569567,1.71807862581946,1.6142699482034,1.72523912085128,2.03148295561863,-0.674113734802185,0.61667630005033,81,"SP"
"73","Triston McKenzie","CLE","18000",1.59970811249521,1.71807862581946,1.88951425337661,1.51517136069998,1.79801219529031,-0.674113734802185,0.40557664154345,82,"SP"
"74","Lance McCullers Jr.","HOU","14120",1.62111083409544,2.17972854683911,1.84716897565766,1.58398962774381,1.20682902833921,-0.674113734802185,0.32391910653711,83,"SP"
"75","Pablo López","MIA","17085",1.74952716369682,2.17972854683911,1.69896050364132,1.46631039109886,1.34163121456869,-0.674113734802185,0.32124991370668,84,"SP"
"76","Jameson Taillon","NYY","11674",1.68531899889613,1.71807862581946,1.52957939276549,1.60050601183433,1.83238571743177,-0.674113734802185,0.25096084060907,85,"SP"
"77","Logan Gilbert","SEA","22250",1.72812444209659,1.48725366530963,1.84716897565766,1.52016068506066,1.71508089638876,-0.674113734802185,0.18288075837518,86,"SP"
"78","Kris Bubic","KCR","21455",1.59970811249521,1.71807862581946,1.25433508759228,1.9158657205627,1.790920067981,-0.674113734802185,0.163999708312541,87,"SP"
"79","Patrick Sandoval","LAA","19447",1.70672172049636,1.48725366530963,1.82599633679818,1.71956161382017,1.50231707710951,-0.674113734802185,0.12694250739573,88,"SP"
"80","Justin Verlander","HOU","8700",1.57830539089498,2.17972854683911,1.995377447674,1.14286453599284,1.21863198473718,-0.674113734802185,0,89,"SP"
"81","Andrew Heaney","LAD","15423",1.53549994769452,1.71807862581946,1.74130578136027,1.45117037234921,1.65213179559957,-0.674113734802185,-0.0167213833150894,90,"SP"
"82","Austin Gomber","COL","16561",1.49269450449406,1.71807862581946,1.23316244873281,1.72644344052455,1.91438520398611,-0.674113734802185,-0.0301436825811399,91,"SP"
"83","José Urquidy","HOU","18413",1.64251355569567,1.94890358632928,1.29668036531124,1.39043825168303,1.6788955169055,-0.674113734802185,-0.15747663021339,92,"SP"
"84","Noah Syndergaard","LAA","11762",1.59970811249521,1.48725366530963,1.29668036531124,1.60945238655003,1.790920067981,-0.674113734802185,-0.33089330849101,93,"SP"
"85","Michael Kopech","CHW","17282",1.36427817489268,1.02560374428997,2.03772272539296,1.23714556184289,1.09283731786405,0.221230579165582,6.4125116653767,94,"RP"
"86","José Quintana","PIT","11423",1.53549994769452,1.02560374428997,1.4237161984681,1.84309040316385,1.77005782487405,-0.674113734802185,-0.51693978764762,95,"SP"
"87","Bailey Ober","MIN","21224",1.62111083409544,1.2564287047998,1.65661522592236,1.41779351283295,1.58545544542155,-0.674113734802185,-0.57750418306602,96,"SP"
"88","Alex Cobb","SFG","6562",1.59970811249521,1.48725366530963,1.31785300417072,1.68016315593757,1.42212944789697,-0.674113734802185,-0.60780052032803,97,"SP"
"89","Tyler Anderson","","12880",1.51409722609429,1.48725366530963,0.957918143559596,1.61289329990222,1.91868189425379,-0.674113734802185,-0.62406367701859,98,"SP"
"90","Carlos Rodón","","16137",1.4498890612936,1.71807862581946,2.14358591969035,1.1421763533224,1.00980248425726,-0.674113734802185,-0.65137546175506,99,"SP"
"91","Carlos Carrasco","NYM","6632",1.47129178289383,1.48725366530963,1.52957939276549,1.43224534891216,1.46219737882693,-0.674113734802185,-0.73234033743008,100,"SP"
"92","Matt Manning","DET","20369",1.51409722609429,1.2564287047998,0.894400226981163,1.77306781644675,1.92556695215261,-0.674113734802185,-0.75134697966351,101,"SP"
"93","Dane Dunning","TEX","19409",1.53549994769452,1.2564287047998,1.31785300417072,1.68171156694606,1.56195306733085,-0.674113734802185,-0.76146161519618,102,"SP"
"94","Michael Pineda","","5372",1.57830539089498,1.48725366530963,1.08495397671646,1.49383769791639,1.6973764617918,-0.674113734802185,-0.77318071350886,103,"SP"
"95","Huascar Ynoa","ATL","20468",1.42848633969337,1.48725366530963,1.50840675390602,1.41108373179618,1.3653924294225,-0.546207404235361,-0.7863786554436,104,"SP"
"96","Ryan Yarbrough","TBR","16502",1.6639162772959,1.2564287047998,0.83088231040273,1.60325874251609,1.96905152835567,-0.674113734802185,-0.79137034276793,105,"SP"
"97","Adrian Houser","MIL","12718",1.57830539089498,1.2564287047998,0.894400226981163,1.89160728142975,1.68329574187843,-0.674113734802185,-0.810870560154,106,"SP"
"98","Joe Ryan","MIN","21390",1.53549994769452,1.2564287047998,1.69896050364132,1.19757505829268,1.51339529057077,-0.674113734802185,-0.913048401139029,107,"SP"
"99","Clayton Kershaw","LAD","2036",1.38568089649291,2.17972854683911,1.52957939276549,1.0614869352135,0.974393615063336,-0.674113734802185,-0.98403851976376,108,"SP"
"100","Corey Kluber","TBR","2429",1.42848633969337,1.48725366530963,1.38137092074915,1.45547151403945,1.33868047546919,-0.674113734802185,-1.02364499087732,109,"SP"
"101","Luke Weaver","ARI","16918",1.36427817489268,1.2564287047998,1.21198980987333,1.45392310303097,1.72553790161854,-0.674113734802185,-1.1027502119228,110,"SP"
"102","Adbert Alzolay","CHC","17859",1.36427817489268,1.2564287047998,1.29668036531124,1.38888984067454,1.58856148657891,-0.674113734802185,-1.22006933388095,111,"SP"
"103","Erick Fedde","WSN","17425",1.32147273169222,1.2564287047998,0.83088231040273,1.64317333740151,1.7982192647008,-0.674113734802185,-1.26473155714106,112,"SP"
"104","Zach Davies","","13183",1.36427817489268,1.02560374428997,0.703846477245863,1.80076716893189,1.9538319266846,-0.674113734802185,-1.26658041409311,113,"SP"
"105","Eric Lauer","MIL","19316",1.32147273169222,1.48725366530963,1.16964453215437,1.40850304678204,1.38739355428714,-0.674113734802185,-1.34064037591272,116,"SP"
"106","Zach Eflin","PHI","13774",1.25726456689153,1.94890358632928,0.979090782419073,1.23628533350484,1.34551376601539,-0.674113734802185,-1.347849870978,117,"SP"
"107","Taylor Hearn","TEX","18325",1.32147273169222,1.02560374428997,1.08495397671646,1.64317333740151,1.68909368537217,-0.674113734802185,-1.35061043066578,118,"SP"
"108","James Kaprielian","OAK","18331",1.25726456689153,1.48725366530963,1.23316244873281,1.27792038506636,1.36430531501742,-0.674113734802185,-1.49500152512037,120,"SP"
"109","Miles Mikolas","STL","9803",1.4498890612936,1.48725366530963,0.64032856066743,1.41056759479335,1.46742588144182,-0.674113734802185,-1.65944314263229,123,"SP"
"110","Luis Severino","NYY","15890",1.30007001009199,1.48725366530963,1.44488883732758,1.11069199614984,1.10401906603055,-0.674113734802185,5.20650340203598,124,"RP"
"111","José Suarez","LAA","19911",1.36427817489268,0.56395382327031,1.08495397671646,1.60566738186262,1.69292446946625,-0.674113734802185,-1.80313007992979,125,"SP"
"112","Mike Clevinger","SDP","12808",1.27866728849176,1.48725366530963,1.50840675390602,1.0902185617043,0.932254990028468,-0.674113734802185,-1.81810664669794,126,"SP"
"113","Elieser Hernandez","MIA","16933",1.38568089649291,0.794778783780139,1.31785300417072,1.25813513329126,1.49377546392677,-0.674113734802185,-1.86468462447632,127,"SP"
"114","Shane Baz","TBR","22264",1.34287545329245,1.02560374428997,1.65661522592236,1.04411032278493,0.976153705052508,-0.674113734802185,-2.0695494547959,128,"SP"
"115","Stephen Strasburg","WSN","10131",1.17165368049061,1.48725366530963,1.16964453215437,1.06836876191789,1.14035974757167,-0.674113734802185,-2.07762751869395,129,"SP"
"116","Nestor Cortes","NYY","17874",1.21445912369107,1.02560374428997,1.31785300417072,1.17211229948647,1.30663648419575,-0.674113734802185,-2.07824325030415,130,"SP"
"117","J.A. Happ","","7410",1.19305640209084,1.02560374428997,0.725019116105341,1.3737498219249,1.68112151306828,-0.674113734802185,-2.11635730865879,131,"SP"
"118","Luis Patiño","TBR","22815",1.2358618452913,0.794778783780139,1.40254355960863,1.21443553371842,1.17390499207118,-0.546207404235361,-2.16547686110163,133,"SP"
"119","Tanner Houck","BOS","19879",1.17165368049061,0.794778783780139,1.4237161984681,1.16901547746949,1.07979194500313,-0.546207404235361,-2.34804549035982,134,"SP"
"120","Drew Smyly","","11760",1.12884823729015,0.794778783780139,1.02143606013803,1.30303905253736,1.47234377994097,-0.674113734802185,-2.39446199245146,135,"SP"
"121","Mitch Keller","PIT","17594",1.19305640209084,0.333128862760481,0.894400226981163,1.55646232092628,1.58949329892612,-0.546207404235361,-2.42046046388641,136,"SP"
"122","Michael Wacha","BOS","14078",1.10744551568992,0.794778783780139,0.936745504700118,1.25985558996735,1.5360693910195,-0.674113734802185,-2.48001312098108,137,"SP"
"123","Tony Gonsolin","LAD","19388",1.15025095889038,0.794778783780139,1.25433508759228,1.24678011922903,1.16085961921026,-0.674113734802185,-2.50790333743603,138,"SP"
"124","Rich Hill","BOS","4806",1.12884823729015,0.794778783780139,0.873227588121685,1.24368329721205,1.37709185111523,-0.674113734802185,-2.69727814861886,140,"SP"
"125","Vladimir Gutierrez","CIN","19278",0.936223742888079,0.794778783780139,0.513292727510564,1.2732751520409,1.62780113986691,-0.546207404235361,-2.8416300294847,141,"SP"
"126","Domingo Germán","NYY","17149",0.936223742888079,1.02560374428997,1.04260869899751,0.835590973642116,1.01321912953035,-0.418301073668537,-3.00584895565644,142,"SP"
"127","Tyler Alexander","DET","17735",1.15025095889038,0.56395382327031,0.682673838386386,1.24678011922903,1.36503005795414,-0.674113734802185,-3.10621910840787,144,"SP"
"128","Dakota Hudson","STL","19206",1.08604279408969,1.02560374428997,0.470947449791609,1.31422202093198,1.06591829450025,-0.674113734802185,-3.15217360253462,145,"SP"
"129","Johnny Cueto","","6893",1.06464007248946,0.56395382327031,0.64032856066743,1.21305916837755,1.35157054627224,-0.546207404235361,-3.1534494044943,146,"SP"
"130","Ross Stripling","TOR","13273",1.021834629289,0.56395382327031,0.83088231040273,1.07163762960247,1.29141688252468,-0.546207404235361,-3.2072763004821,148,"SP"
"131","Cristian Javier","HOU","17606",0.872015578087389,0.333128862760481,1.33902564303019,0.807547529821754,0.758886126095085,-0.162488412534889,-3.49267884407592,151,"SP"
"132","Trevor Bauer","LAD","12703",0.743599248486009,1.71807862581946,1.16964453215437,0.478252122017007,0.423433681100065,-0.674113734802185,-3.5818996965612,153,"SP"
"133","Alec Mills","CHC","13834",0.936223742888079,0.56395382327031,0.301566338915787,1.12738042590797,1.33697215283265,-0.546207404235361,-3.7209050917565,154,"SP"
"134","Jesús Luzardo","MIA","19959",0.872015578087389,0.333128862760481,0.809709671543252,1.0201959749872,1.04148410406234,-0.546207404235361,-3.91046738413063,157,"SP"
"135","Garrett Whitlock","BOS","20191",0.358350259681868,-0.590170979278835,0.470947449791609,0.223452488287212,0.0193894938799835,3.0351698516357,2.95083212592612,159,"RP"
"136","Chris Paddack","SDP","20099",0.872015578087389,0.794778783780139,0.788537032683774,0.70122330723903,0.865526872497823,-0.546207404235361,-3.96492000128314,160,"SP"
"137","Giovanny Gallegos","STL","14986",0.144323043679568,-0.590170979278835,0.449774810932131,-0.172940729885273,-0.204090167392162,3.80260783503665,2.86319737502066,161,"RP"
"138","Josh Hader","MIL","14212",0.0587121572786478,-0.590170979278835,0.957918143559596,-0.311609537978599,-0.527946725399699,3.80260783503665,2.82320445514634,162,"RP"
"139","Reiver Sanmartin","CIN","19754",0.743599248486009,1.02560374428997,0.513292727510564,0.828709146937733,0.815105471043324,-0.546207404235361,-4.06069123730369,163,"SP"
"140","Blake Treinen","LAD","12572",0.101517600479108,-0.590170979278835,0.280393700056309,-0.0358203328004335,-0.23468467279217,3.80260783503665,2.75753671262921,165,"RP"
"141","Will Smith","ATL","8048",0.0587121572786478,-0.590170979278835,0.36508425549422,-0.0991331384807608,-0.120796497022256,3.67470150446982,2.72209086438942,167,"RP"
"142","Spencer Howard","TEX","23252",0.786404691686469,0.333128862760481,0.725019116105341,0.942947470230497,1.17297317972397,-0.674113734802185,-4.15443458563136,168,"SP"
"143","Edwin Díaz","NYM","14710",0.0801148788788779,-0.590170979278835,0.746191754964819,-0.135778865681602,-0.26201783497695,3.41888884333618,2.69092135917107,169,"RP"
"144","Liam Hendriks","CHW","3548",0.101517600479108,-0.590170979278835,0.809709671543252,-0.335523885776331,-0.439321017709657,3.67470150446982,2.65460645565594,170,"RP"
"145","Scott Barlow","KCR","14993",0.122920322079338,-0.590170979278835,0.407429533213176,0.0782459448247217,-0.129596946968113,3.29098251276935,2.61350394856822,171,"RP"
"146","Raisel Iglesias","LAA","17130",0.0587121572786478,-0.590170979278835,0.555638005229519,-0.222145790821614,-0.305864782648367,3.546795173903,2.47665734559093,173,"RP"
"147","Michael Lorenzen","LAA","14843",0.593780197284399,0.102303902250652,0.322738977775265,0.729266751059392,0.666067262842605,0.604949570866053,2.45280022400695,174,"RP"
"148","Jake Odorizzi","HOU","6397",0.765001970086239,0.333128862760481,0.703846477245863,0.733739938417242,0.847874205253486,-0.418301073668537,-4.47550379124116,177,"SP"
"149","Gregory Soto","DET","19677",0.101517600479108,-0.590170979278835,0.36508425549422,0.171666742336727,-0.0716692793833252,2.90726352106888,2.31738542264536,178,"RP"
"150","Aroldis Chapman","NYY","10233",-0.0268987291222723,-0.590170979278835,0.746191754964819,-0.137671368025308,-0.406655818204741,3.29098251276935,2.3094709350316,179,"RP"
"151","David Price","LAD","3184",0.765001970086239,0.333128862760481,0.576810644088997,0.834902790971678,0.781922598012181,-0.418301073668537,-4.56732837908489,180,"SP"
"152","Martín Pérez","","6902",0.615182918884629,0.794778783780139,0.280393700056309,0.831289831951877,0.900780439633874,-0.674113734802185,-4.69248223183129,183,"SP"
"153","Ryan Pressly","HOU","7005",0.0159067140781878,-0.590170979278835,0.301566338915787,-0.226102841176635,-0.433471306863293,3.67470150446982,2.17612299207362,184,"RP"
"154","Emmanuel Clase","CLE","21032",0.0801148788788779,-0.590170979278835,0.301566338915787,-0.147133879743835,-0.467016551362795,3.546795173903,2.15784854324078,185,"RP"
"155","Hunter Greene","CIN","sa3005315",0.636585640484859,0.56395382327031,0.703846477245863,0.697610348219229,0.778195348623348,-0.674113734802185,-4.73471626829451,186,"SP"
"156","Pierce Johnson","SDP","13435",-0.0483014507225023,-0.590170979278835,0.259221061196832,-0.106875193523192,-0.270404146101825,3.41888884333618,2.09605169683523,187,"RP"
"157","Lucas Sims","CIN","13470",-0.0268987291222723,-0.590170979278835,0.534465366370042,-0.158660939473677,-0.198240456545798,3.0351698516357,2.02935767551375,189,"RP"
"158","Paul Sewald","SEA","13892",0.0587121572786478,-0.590170979278835,0.534465366370042,-0.110316106875384,-0.157810154147478,2.77935719050206,1.94793103577763,194,"RP"
"159","David Peterson","NYM","20302",0.550974754083938,1.02560374428997,0.470947449791609,0.636362090550217,0.502171824439174,-0.674113734802185,-4.92884804298321,195,"SP"
"160","Carlos Estévez","COL","14542",0.0159067140781878,-0.590170979278835,0.026322033742577,0.142418978843097,0.228581365828267,2.65145085993523,1.90820253507711,196,"RP"
"161","Alex Reyes","STL","15015",0.187128486880028,-0.590170979278835,0.534465366370042,0.27816301058706,0.0137468524441103,2.01191920710112,1.8689455060321,198,"RP"
"162","Taylor Rogers","MIN","13449",-0.0697041723227323,-0.590170979278835,0.301566338915787,-0.260511974698552,-0.423273138396624,3.41888884333618,1.8104884794838,200,"RP"
"163","Lou Trivino","OAK","15043",0.101517600479108,-0.590170979278835,0.0474946726020547,0.148612622877042,0.0046357983825175,2.65145085993523,1.7972341369257,201,"RP"
"164","Kenley Jansen","","3096",0.0159067140781878,-0.590170979278835,0.322738977775265,-0.128552947642,-0.231268027519073,2.90726352106888,1.72961082041101,203,"RP"
"165","Matthew Boyd","","15440",0.529572032483708,0.794778783780139,0.555638005229519,0.463456194602583,0.602393419116699,-0.674113734802185,-5.16906947092547,204,"SP"
"166","James Karinchak","CLE","20151",-0.0054960075220422,-0.590170979278835,0.534465366370042,-0.0955201794609594,-0.239861408054439,2.65145085993523,1.68856121391758,205,"RP"
"167","Tyler Duffey","MIN","13758",0.0587121572786478,-0.590170979278835,0.153357866899443,0.0462454506493388,0.003703986035309,2.52354452936841,1.62908657288089,207,"RP"
