"","Name","Team","PlayerId","IP","SO","QS","ERA","WHIP","SVHD","pr","rank","pos","Player","ESPN","ESPNID","ESPNNAME"
"266","Wade Miley","MIL","8779",0.116157851484051,-0.549826917156167,0.334502454238965,-0.783028138191736,-1.64710551029733,-0.825458431404487,-3.35475869132671,266,"SP",NA,NA,NA,NA
"267","Cade Cavalli","WSN","27473",0.17879539871931,0.0782579278095163,0.334502454238965,-1.73209073399203,-1.4113855992864,-0.825458431404487,-3.37737898391513,267,"SP",NA,NA,NA,NA
"268","Dillon Tate","BAL","17796",-1.07395554598588,-1.30786035073544,-0.966340423357016,-0.206127029420436,-0.193698010454425,0.341725525019769,-3.40625583493342,268,"SP",NA,NA,NA,NA
"269","DL Hall","BAL","22207",-0.948680451515358,-0.614801211462962,-0.408836332958738,-0.0493970708410266,-0.659060119907242,-0.728193101702466,-3.40896828838779,269,"SP",NA,NA,NA,NA
"270","Will Smith","TEX","8048",-1.03219718116237,-0.982988879201466,-0.966340423357016,-0.560553345064575,-0.609127540173381,0.730786843827854,-3.42042052513095,270,"SP","Will Smith",48,"31549","Will Smith"
"271","Will Smith","TEX","8048",-1.03219718116237,-0.982988879201466,-0.966340423357016,-0.560553345064575,-0.609127540173381,0.730786843827854,-3.42042052513095,270,"SP","Will Smith",432,"31549","Will Smith"
"272","Aroldis Chapman","KCR","10233",-1.15747227563289,-0.939672682996936,-0.966340423357016,0.291681680922327,-1.5060072420279,0.828052173529875,-3.44975876956254,271,"SP","Aroldis Chapman",266,"30442","Aroldis Chapman"
"273","Jorge Alcala","MIN","19459",-1.11571391080938,-1.13459556591732,-0.966340423357016,-0.18314982170178,0.0845658885397685,-0.144601123490338,-3.45983495673607,272,"SP",NA,NA,NA,NA
"274","Scott Alexander","SFG","10591",-1.07395554598588,-1.43780893934903,-0.966340423357016,0.480533544965706,-0.610676761024312,0.147194865615726,-3.4610532591348,273,"SP",NA,NA,NA,NA
"275","Adrian Morejon","SDP","20039",-0.886042904280098,-0.939672682996936,-0.594671029758164,-0.584061684217933,-0.0322215294535124,-0.436397112596402,-3.47306694330305,274,"SP",NA,NA,NA,NA
"276","Trevor Gott","SEA","15046",-1.01131799875062,-1.06962127161053,-0.966340423357016,-0.708715922675522,0.0982705345287757,0.147194865615726,-3.51053021624918,275,"SP",NA,NA,NA,NA
"277","Nabil Crismatt","SDP","17732",-0.865163721868345,-1.00464697730373,-0.966340423357016,-0.152367291160105,-0.380557879243676,-0.144601123490338,-3.51367741642321,276,"SP",NA,NA,NA,NA
"278","Enyel De Los Santos","CLE","18403",-1.03219718116237,-0.918014584894671,-0.966340423357016,-0.141421365071017,-0.228019210844287,-0.241866453192359,-3.52785921852172,277,"SP",NA,NA,NA,NA
"279","Hayden Wesneski","CHC","27581",-0.176150702280493,-0.528168819053902,0.148667757439539,-1.43248641947762,-0.742837216692219,-0.825458431404487,-3.55643383146918,278,"SP","Hayden Wesneski",363,NA,"Hayden Wesneski"
"280","Jakob Junis","SFG","13619",-0.447580073633283,-0.614801211462962,-0.408836332958738,-0.996773901652913,-0.564676818835123,-0.533662442298423,-3.56633078084144,279,"SP",NA,NA,NA,NA
"281","Richard Bleier","BOS","7803",-1.01131799875062,-1.41615084124676,-0.966340423357016,-0.096760139213852,-0.539650943550848,0.43899085472179,-3.59122949139731,280,"SP",NA,NA,NA,NA
"282","Yonny Chirinos","TBR","16401",-0.69813026257432,-1.00464697730373,-0.594671029758164,-0.541548076770652,-0.128988247219372,-0.630927772000445,-3.59891236562668,281,"SP",NA,NA,NA,NA
"283","Rich Hill","PIT","4806",-0.113513155045233,-0.419878328542577,-0.0371669393598868,-1.31519874309265,-0.916469122831208,-0.825458431404487,-3.62768472027604,282,"SP",NA,NA,NA,NA
"284","Mychal Givens","BAL","10430",-0.927801269103605,-0.874698388690141,-0.966340423357016,-0.39082221267049,-0.941494998115482,0.43899085472179,-3.66216643721494,283,"SP",NA,NA,NA,NA
"285","John Brebbia","SFG","12777",-0.990438816338864,-1.11293746781506,-0.966340423357016,-0.600711500062305,-0.649407282297594,0.633521514125833,-3.686313975745,284,"SP",NA,NA,NA,NA
"286","Shintaro Fujinami","OAK","31839",0.471103952483854,0.338155105036696,0.52033715103839,-1.33085557408084,-2.85978792407246,-0.825458431404487,-3.68650572099884,285,"SP",NA,NA,NA,NA
"287","Madison Bumgarner","ARI","5524",0.909566783130669,0.121574124014046,0.334502454238965,-2.65690602516459,-1.57584135115449,-0.825458431404487,-3.69256244633989,286,"SP",NA,NA,NA,NA
"288","Gregory Soto","PHI","19677",-0.865163721868345,-0.766407898178816,-0.966340423357016,-0.077523944209189,-1.95659216797953,0.925317503231897,-3.706710652361,287,"SP","Gregory Soto",322,"39804","Gregory Soto"
"289","Steven Wilson","SDP","20353",-0.948680451515358,-0.874698388690141,-0.966340423357016,-0.458922499667791,-0.318112361867675,-0.144601123490338,-3.71135524858832,288,"SP",NA,NA,NA,NA
"290","Andrew Bellatti","PHI","10657",-0.990438816338864,-0.701433603872022,-0.966340423357016,-0.267622812490565,-1.03921508255884,0.244460195317747,-3.72059054329956,289,"SP",NA,NA,NA,NA
"291","Lucas Sims","CIN","13470",-0.948680451515358,-0.701433603872022,-0.966340423357016,-1.38304501070813,-0.647500548942602,0.925317503231897,-3.72168253516323,290,"SP",NA,NA,NA,NA
"292","Scott McGough","ARI","12056",-0.948680451515358,-0.874698388690141,-0.966340423357016,-0.367152224819614,-0.625453944525502,-0.0473357937883167,-3.82966122669595,291,"SP",NA,NA,NA,NA
"293","Nate Pearson","TOR","20160",-0.739888627397827,-0.614801211462962,-0.594671029758164,-0.741807720324601,-0.816961475867545,-0.339131782894381,-3.84726184770548,292,"SP",NA,NA,NA,NA
"294","Michael Fulmer","CHC","13218",-0.865163721868345,-0.982988879201466,-0.966340423357016,-0.722317505938123,-1.34619915271261,1.02258283293392,-3.86042685014364,293,"SP",NA,NA,NA,NA
"295","Ryne Nelson","ARI","26253",-0.217909067103999,-0.484852622849372,0.148667757439539,-1.57817808128365,-0.927194497953039,-0.825458431404487,-3.884924943155,294,"SP",NA,NA,NA,NA
"296","Chris Flexen","SEA","13896",-0.384942526398024,-0.831382192485611,-0.223001636159313,-0.780880519781851,-0.967712581746627,-0.728193101702466,-3.91611255827389,295,"SP",NA,NA,NA,NA
"297","Carl Edwards Jr.","WSN","13607",-0.969559633927111,-1.04796317350826,-0.966340423357016,-0.369692418637757,-1.24812155576519,0.633521514125833,-3.9681556910695,296,"SP",NA,NA,NA,NA
"298","José Quijada","LAA","19200",-1.07395554598588,-0.831382192485611,-0.966340423357016,-0.600295831982974,-0.856049509644887,0.341725525019769,-3.9862979784366,297,"SP",NA,NA,NA,NA
"299","Trevor Williams","WSN","16977",0.304070493189829,-0.138323053213133,-0.0371669393598868,-2.08240655418499,-1.23834954732085,-0.825458431404487,-4.01763403229352,298,"SP",NA,NA,NA,NA
"300","Phil Maton","HOU","18064",-0.969559633927111,-0.896356486792406,-0.966340423357016,-0.698578240074025,-0.76071284189527,0.244460195317747,-4.04708743072808,299,"SP",NA,NA,NA,NA
"301","Patrick Corbin","WSN","9323",0.84692923589541,0.294838908832166,0.706171847837816,-2.66117816931328,-2.49262258240175,-0.825458431404487,-4.13131919055413,300,"SP",NA,NA,NA,NA
