playerid,Name,pr,adp,R,HR,RBI,RC,AVG,OPS,IP,SO,QS,ERA,WHIP,SVHD,Year
sa830303,Micker Adolfo,-7.60049113,#N/A,-1.158512582,-0.9137683523,-1.125844141,-1.16902834,-1.945795307,-1.287542408,,,,,,,2021
sa917953,Akil Baddoo,-7.604688323,#N/A,-0.9761024573,-0.8723717848,-1.033747894,-1.025592681,-2.001652223,-1.695221283,,,,,,,2021
13356,Bubba Starling,-7.64827927,#N/A,-1.231476632,-1.079354623,-1.246277695,-1.205971592,-1.173107974,-1.712090754,,,,,,,2021
sa736940,Jose Siri,-7.671125569,#N/A,-1.049066507,-0.8723717848,-1.005410587,-1.097949713,-1.852700448,-1.793626529,,,,,,,2021
18887,Seby Zavala,-7.681802136,#N/A,-1.180401797,-0.8930700686,-1.090422507,-1.176480662,-1.899247878,-1.442179223,,,,,,,2021
19151,Estevan Florial,-7.805196307,#N/A,-1.209587417,-0.9965614875,-1.168350101,-1.221665276,-1.657201243,-1.551830782,,,,,,,2021
9272,Chris Davis,-7.831198459,334,-0.8739527873,-0.5618975278,-0.7291218457,-0.8922021181,-2.932600818,-1.841423363,,,,,,,2021
9284,Chris Herrmann,-7.902426886,#N/A,-1.267958657,-1.100052907,-1.239193368,-1.234203392,-1.787534046,-1.273484516,,,,,,,2021
sa3004977,Gregory Deichmann,-8.056445012,#N/A,-1.260662252,-0.9965614875,-1.210856061,-1.199328603,-1.927176336,-1.461860272,,,,,,,2021
13854,Anthony Bemboom,-8.107977673,#N/A,-1.224180227,-0.9965614875,-1.239193368,-1.204149261,-1.852700448,-1.59119288,,,,,,,2021
sa738683,Michael Reed,-8.17777881,#N/A,-1.049066507,-0.9137683523,-0.9983262603,-1.097007222,-2.131985026,-1.987625442,,,,,,,2021
19577,Nick Heath,-8.211077677,#N/A,-1.194994607,-1.12075119,-1.246277695,-1.217158155,-1.545487412,-1.886408618,,,,,,,2021
12384,Beau Taylor,-8.494635464,#N/A,-1.173105392,-1.037958055,-1.182518755,-1.144888998,-2.187841942,-1.768322323,,,,,,,2021
3411,Drew Butera,-8.56100138,#N/A,-1.260662252,-1.079354623,-1.253362022,-1.235198652,-1.87131942,-1.861104412,,,,,,,2021
5273,Sandy Leon,-8.749235782,#N/A,-1.231476632,-1.017259771,-1.196687408,-1.181764577,-2.187841942,-1.934205451,,,,,,,2021
9253,Keon Broxton,-8.759973376,#N/A,-1.114734152,-0.9137683523,-1.147097121,-1.167670922,-2.690554183,-1.726148646,,,,,,,2021
13355,Luke Maile,-9.182861783,#N/A,-1.319033492,-1.100052907,-1.260446348,-1.254011306,-2.076128111,-2.17318962,,,,,,,2021
3448,Jeff Mathis,-9.850243988,#N/A,-1.319033492,-1.017259771,-1.239193368,-1.265124244,-2.597459324,-2.412173788,,,,,,,2021
10954,Jacob deGrom,14.88600261,7,,,,,,,2.724739381,3.996314397,2.61584339,2.923154204,3.301646513,-0.6756952743,2021
13125,Gerrit Cole,13.4538889,6,,,,,,,2.754685675,4.052701494,2.692541808,1.883040451,2.746614742,-0.6756952743,2021
19427,Shane Bieber,12.85762473,10,,,,,,,2.670291572,3.579917373,2.573082527,2.039969894,2.670058635,-0.6756952743,2021
3137,Max Scherzer,11.66538189,24,,,,,,,2.293694231,3.380393798,2.369188874,1.780853836,2.516946423,-0.6756952743,2021
12703,Trevor Bauer,11.05472671,13,,,,,,,2.668476645,3.37171886,2.653263144,1.419551164,1.617412172,-0.6756952743,2021
13074,Yu Darvish,10.92477014,19,,,,,,,2.295055426,3.098458313,2.210834904,1.766255748,2.229861024,-0.6756952743,2021
17479,Jack Flaherty,10.73038034,32,,,,,,,2.33271516,2.959659305,2.196898586,1.744358617,2.172443944,-0.6756952743,2021
16149,Aaron Nola,10.62090705,21,,,,,,,2.582267615,3.150507941,2.488501526,1.496191125,1.579134119,-0.6756952743,2021
19374,Walker Buehler,10.54063173,20,,,,,,,2.046864166,2.656036475,2.086026149,1.948731846,2.478668369,-0.6756952743,2021
15474,Lucas Giolito,10.49281459,26,,,,,,,2.281443474,3.180870224,2.285477027,1.477943515,1.942775625,-0.6756952743,2021
15689,Luis Castillo,10.01624862,40,,,,,,,2.420739117,3.037733747,2.323014132,1.580130129,1.330326773,-0.6756952743,2021
2036,Clayton Kershaw,9.999136981,34,,,,,,,2.051401483,2.243976919,2.085135408,1.930484236,2.36383421,-0.6756952743,2021
16162,Brandon Woodruff,9.216732269,41,,,,,,,2.037789531,2.50422506,1.899522367,1.565532042,1.885358545,-0.6756952743,2021
14212,Josh Hader,8.902561245,50,,,,,,,-0.1854959809,0.7302002372,-0.7838174441,2.700533366,3.225090407,3.21605066,2021
14374,Tyler Glasnow,8.843942209,48,,,,,,,1.727890754,2.773148138,1.673460287,1.536335866,1.808802438,-0.6756952743,2021
2520,Lance Lynn,8.683356075,55,,,,,,,2.482446633,2.751460793,2.429642409,0.6713991656,1.024102348,-0.6756952743,2021
14710,Edwin Diaz,8.587309279,90,,,,,,,-0.2399437893,0.5957386981,-0.7838174441,2.810019024,2.612641556,3.592671234,2021
13543,Blake Snell,8.469416719,47,,,,,,,1.670266824,2.387113397,1.679408616,1.810050012,1.598273146,-0.6756952743,2021
1943,Zack Greinke,8.428679142,101,,,,,,,2.399413725,1.988066248,2.308624152,0.7334410386,1.674829252,-0.6756952743,2021
3548,Liam Hendriks,8.377143367,57,,,,,,,-0.1655317844,0.4265774069,-0.7838174441,2.383024957,2.861448901,3.65544133,2021
6632,Carlos Carrasco,8.306066155,80,,,,,,,1.667544433,2.178914884,1.730963894,1.499840647,1.904497571,-0.6756952743,2021
14168,Jose Berrios,7.99434043,76,,,,,,,2.291879304,2.300364016,2.236393848,0.7407400825,1.100658454,-0.6756952743,2021
10310,Zack Wheeler,7.973554805,91,,,,,,,2.366291309,2.061803221,2.382431263,0.7954829117,1.043241374,-0.6756952743,2021
14107,Kevin Gausman,7.927907193,165,,,,,,,2.028714896,2.300364016,1.994458677,1.007155184,1.272909694,-0.6756952743,2021
19291,Zac Gallen,7.853622926,58,,,,,,,1.989693967,2.391450866,1.92000936,1.050949448,1.177214561,-0.6756952743,2021
10131,Stephen Strasburg,7.822174451,86,,,,,,,1.845861006,2.113852849,1.929801726,1.182332238,1.426021906,-0.6756952743,2021
9323,Patrick Corbin,7.814179492,138,,,,,,,2.477909316,2.508562529,2.417676009,0.6166563365,0.4690705763,-0.6756952743,2021
12049,Kyle Hendricks,7.619281224,78,,,,,,,2.314565891,1.602031507,2.238946599,0.7516886484,1.387743853,-0.6756952743,2021
12970,Joe Musgrove,7.548307416,136,,,,,,,1.936607354,1.927341682,1.857619501,0.9998561405,1.502578013,-0.6756952743,2021
14444,Hyun-Jin Ryu,7.547881196,74,,,,,,,2.028714896,1.740830515,1.991573939,1.112991321,1.3494658,-0.6756952743,2021
17186,Dinelson Lamet,7.507728941,99,,,,,,,1.254648553,2.070478159,1.380884992,1.649471046,1.827941465,-0.6756952743,2021
12768,Sonny Gray,7.498090725,89,,,,,,,2.001490992,2.352413645,1.959899799,1.065547535,0.7944340286,-0.6756952743,2021
4676,Charlie Morton,7.479415004,117,,,,,,,1.839962494,2.070478159,1.865983801,1.182332238,1.196353587,-0.6756952743,2021
10233,Aroldis Chapman,7.474871253,69,,,,,,,-0.3651737488,0.3268156198,-0.7838174441,2.704182888,2.000192704,3.592671234,2021
15423,Andrew Heaney,7.194751068,194,,,,,,,2.028714896,2.187589822,2.075676375,0.3246945811,1.253770667,-0.6756952743,2021
15038,German Marquez,6.851304957,156,,,,,,,2.447963021,2.439163025,2.34049347,-0.05485570095,0.3542364167,-0.6756952743,2021
18337,Nick Anderson,6.767382921,144,,,,,,,-0.2458423019,0.3354905578,-0.7838174441,2.178651728,2.631780582,2.651119799,2021
18498,Kenta Maeda,6.667185435,51,,,,,,,1.783699758,2.014091062,1.711158104,0.5801611171,1.253770667,-0.6756952743,2021
7005,Ryan Pressly,6.363693464,98,,,,,,,-0.3107259403,-0.01150696244,-0.7838174441,1.977928021,1.961914651,3.529901139,2021
12917,Dylan Bundy,6.328295698,139,,,,,,,2.109025414,2.079153097,2.065369422,-0.1205470959,0.870990135,-0.6756952743,2021
20151,James Karinchak,6.195589384,109,,,,,,,-0.3170781846,0.582726291,-0.7838174441,2.189600294,1.119797481,3.404360947,2021
10021,Mike Minor,6.190639402,326,,,,,,,2.219282226,1.779867736,2.19134724,-0.003762393755,0.6795998689,-0.6756952743,2021
15440,Matthew Boyd,6.113563396,281,,,,,,,2.078625387,2.19626476,1.991003407,-0.2519298859,0.775295002,-0.6756952743,2021
15467,Marco Gonzales,6.09832788,162,,,,,,,2.240607617,1.432870216,2.16656706,0.1969613131,0.7370169488,-0.6756952743,2021
13743,Max Fried,6.053154029,84,,,,,,,1.836786371,1.723480639,1.839144972,0.9560618771,0.3733754433,-0.6756952743,2021
19361,Corbin Burnes,6.012516591,71,,,,,,,1.195663427,1.771192798,1.146570902,1.321014071,1.253770667,-0.6756952743,2021
9073,Kirby Yates,6.00615068,120,,,,,,,-0.4168991668,0.1272920457,-0.7838174441,1.879390929,2.172443944,3.027740373,2021
17085,Pablo Lopez,6.001418896,152,,,,,,,1.702028045,1.480582375,1.597387113,0.8538752627,1.043241374,-0.6756952743,2021
2429,Corey Kluber,5.949806102,148,,,,,,,1.545036864,1.523957065,1.667916688,0.5582639854,1.330326773,-0.6756952743,2021
14120,Lance McCullers Jr.,5.901051929,132,,,,,,,1.486051739,1.610706445,1.558857,1.145837018,0.775295002,-0.6756952743,2021
19959,Jesus Luzardo,5.886497852,112,,,,,,,1.325430704,1.380820588,1.299488561,1.226126501,1.330326773,-0.6756952743,2021
17130,Raisel Iglesias,5.68632235,104,,,,,,,-0.2367676672,0.06656747962,-0.7838174441,1.514438734,1.847080492,3.278820756,2021
20099,Chris Paddack,5.641323676,100,,,,,,,1.038218514,1.124909916,1.209392067,1.040000882,1.904497571,-0.6756952743,2021
13431,Marcus Stroman,5.594551365,198,,,,,,,1.80502515,1.272383863,1.85699268,0.9816085307,0.3542364167,-0.6756952743,2021
13774,Zach Eflin,5.583330627,189,,,,,,,1.95929394,1.727818108,1.949843935,-0.0001128718127,0.6221827891,-0.6756952743,2021
7882,Josh Lindblom,5.51958864,292,,,,,,,1.821813224,1.753842922,1.809900961,-0.08040235455,0.8901291616,-0.6756952743,2021
10603,Chris Sale,5.497470103,228,,,,,,,0.3258596868,0.8689992453,0.7051614234,1.737059573,2.536085449,-0.6756952743,2021
18684,Sandy Alcantara,5.492311635,177,,,,,,,2.261933009,1.732155577,2.149531461,0.1677651375,-0.1433782749,-0.6756952743,2021
11486,Robbie Ray,5.482384577,301,,,,,,,1.858111763,2.803510421,1.840504812,-0.04755665707,-0.2964904877,-0.6756952743,2021
13164,Eduardo Rodriguez,5.441357103,#N/A,,,,,,,1.814099784,1.883966992,1.926012513,0.2918488836,0.2011242039,-0.6756952743,2021
11828,James Paxton,5.349277987,206,,,,,,,1.234684356,1.536969472,1.386458097,0.6896467753,1.177214561,-0.6756952743,2021
9111,Brad Hand,5.325582695,123,,,,,,,-0.2626303762,0.1359669837,-0.7838174441,1.437798774,1.770524385,3.027740373,2021
27458,Kwang-hyun Kim,5.205467509,311,,,,,,,1.80502515,1.181297014,1.802789935,0.5655630293,0.5264876561,-0.6756952743,2021
6655,Craig Kimbrel,5.202532588,192,,,,,,,-0.3878603356,0.1793416737,-0.7838174441,1.481593037,1.559995093,3.153280564,2021
14309,Frankie Montas,5.169951359,183,,,,,,,1.501024886,1.454557561,1.543689946,0.6093572926,0.7370169488,-0.6756952743,2021
8048,Will Smith,5.134031763,93,,,,,,,-0.3034662325,0.1229545767,-0.7838174441,1.56188252,1.885358545,2.651119799,2021
19979,Zach Plesac,5.096574925,113,,,,,,,1.790052002,1.424195278,1.800196981,-0.03660809124,0.7944340286,-0.6756952743,2021
12304,Chris Bassitt,5.077678074,197,,,,,,,1.753753463,1.337445898,1.765414653,0.331993625,0.5647657093,-0.6756952743,2021
15873,Sean Manaea,5.067452166,221,,,,,,,1.505562203,1.059847881,1.465047358,0.5546144635,1.158075534,-0.6756952743,2021
9434,Dallas Keuchel,5.059704521,187,,,,,,,2.214744908,1.194309421,2.220777704,0.2298070106,-0.1242392483,-0.6756952743,2021
16502,Ryan Yarbrough,5.021010018,271,,,,,,,1.738326584,1.10756004,1.688063503,0.2152089228,0.9475462414,-0.6756952743,2021
3096,Kenley Jansen,4.990020416,114,,,,,,,-0.3139020625,-0.03753177646,-0.7838174441,1.072846579,1.961914651,3.090510469,2021
13449,Taylor Rogers,4.978488577,203,,,,,,,-0.2444811067,-0.03319430746,-0.7838174441,1.926834714,1.713107305,2.400039416,2021
6397,Jake Odorizzi,4.717470728,244,,,,,,,1.508738325,1.623718852,1.543751337,0.09477469869,0.6221827891,-0.6756952743,2021
19680,Sixto Sanchez,4.716591474,160,,,,,,,1.218350014,0.9036989973,1.249844917,1.072846579,0.9475462414,-0.6756952743,2021
11847,Chris Martin,4.705231566,313,,,,,,,-0.3379498445,-0.2370553506,-0.7838174441,1.54363491,2.057609784,2.462809511,2021
17496,Diego Castillo,4.695322104,276,,,,,,,-0.1945706156,0.001505444568,-0.7838174441,1.996175631,1.46429996,2.211729129,2021
14986,Giovanny Gallegos,4.658786639,258,,,,,,,-0.2989289151,-0.002832024435,-0.7838174441,1.616625349,2.229861024,1.89787865,2021
16358,Tyler Mahle,4.534931333,213,,,,,,,1.532786107,1.697455825,1.597148809,-0.04755665707,0.4307925231,-0.6756952743,2021
14765,Julio Urias,4.531303191,125,,,,,,,1.109454397,1.1552722,0.9040416817,0.9268657016,0.9858242946,-0.5501550829,2021
19951,Ian Anderson,4.455971475,143,,,,,,,1.311818752,1.5890191,1.465840644,0.6786982095,0.08629004433,-0.6756952743,2021
18383,Mike Soroka,4.434252103,178,,,,,,,1.311818752,0.7605625202,1.443915789,0.8757723944,0.7178779221,-0.6756952743,2021
17998,Peter Fairbanks,4.371956442,#N/A,,,,,,,-0.2263318372,0.1663292667,-0.7838174441,1.63852248,1.177214561,2.400039416,2021
15816,Devin Williams,4.353531338,163,,,,,,,-0.2050064456,0.3875401859,-0.7838174441,2.076465114,1.043241374,1.835108554,2021
20633,Yusei Kikuchi,4.339707455,#N/A,,,,,,,1.683878776,1.350458305,1.605852534,0.1166718303,0.2585412837,-0.6756952743,2021
18679,Freddy Peralta,4.337750247,#N/A,,,,,,,0.7782302287,1.424195278,0.01249668291,0.8137305214,1.043241374,0.2658561614,2021
11426,Drew Pomeranz,4.253562246,188,,,,,,,-0.2912154756,0.1229545767,-0.7838174441,1.547284432,0.7561559754,2.902200181,2021
14771,Emilio Pagan,4.216832743,#N/A,,,,,,,-0.2608154492,-0.01584443145,-0.7838174441,1.226126501,2.153304917,1.89787865,2021
15552,Chad Green,4.145892973,308,,,,,,,-0.2050064456,0.2530786468,-0.7838174441,1.50713969,2.229861024,1.144637501,2021
3184,David Price,4.104809903,201,,,,,,,0.952009484,1.025148129,1.225438315,0.649502034,0.9284072148,-0.6756952743,2021
5524,Madison Bumgarner,3.987853147,287,,,,,,,2.009204431,1.411182871,2.032145505,-1.047525669,0.2585412837,-0.6756952743,2021
13549,Richard Rodriguez,3.957950503,220,,,,,,,-0.2263318372,-0.03753177646,-0.7838174441,0.9560618771,1.272909694,2.77665999,2021
6398,Trevor May,3.953372988,332,,,,,,,-0.2971139882,0.1793416737,-0.7838174441,1.503490169,1.579134119,1.772338459,2021
19716,Dustin May,3.936876744,223,,,,,,,0.7809526191,0.6347759191,0.4609986018,1.29911694,1.311187747,-0.5501550829,2021
16269,John Means,3.851294526,264,,,,,,,1.641681724,1.163947138,1.566513684,-0.5438916413,0.6987388955,-0.6756952743,2021
5372,Michael Pineda,3.831008038,245,,,,,,,1.425251686,1.124909916,1.52798031,-0.2701774956,0.6987388955,-0.6756952743,2021
6941,Joakim Soria,3.774871205,217,,,,,,,-0.3152632577,-0.1806682536,-0.7838174441,1.065547535,1.024102348,2.964970277,2021
11762,Noah Syndergaard,3.727822618,241,,,,,,,0.5150658212,0.522001725,0.8721227997,1.087444667,1.40688288,-0.6756952743,2021
9803,Miles Mikolas,3.716383656,#N/A,,,,,,,0.9973826577,0.4352523449,1.182929223,0.5801611171,1.196353587,-0.6756952743,2021
16933,Elieser Hernandez,3.6921607,306,,,,,,,1.07905437,1.229009173,1.200839005,-0.06945378872,0.9284072148,-0.6756952743,2021
19479,Aaron Civale,3.670479791,202,,,,,,,1.588595111,1.046835474,1.693352225,-0.3942612416,0.4116534965,-0.6756952743,2021
19867,Griffin Canning,3.614865888,#N/A,,,,,,,1.266445578,1.24202158,1.408023871,-0.09500044232,0.4690705763,-0.6756952743,2021
15890,Luis Severino,3.588130126,286,,,,,,,0.2655133658,0.4482647519,0.6837200603,1.229776023,1.636551199,-0.6756952743,2021
11760,Drew Smyly,3.587230448,#N/A,,,,,,,1.023245367,1.428532747,1.260117588,0.0436813915,0.5073486295,-0.6756952743,2021
13050,Anthony DeSclafani,3.572630729,#N/A,,,,,,,1.390768074,1.103222571,1.444897494,-0.02565952541,0.3350973901,-0.6756952743,2021
15734,Brad Keller,3.555538423,#N/A,,,,,,,2.007843236,0.9557486254,1.966332463,-0.1533927934,-0.5452978335,-0.6756952743,2021
13781,Alex Wood,3.551423199,#N/A,,,,,,,0.9533706792,0.7562250512,0.8037691052,0.7991324336,0.8518511084,-0.6129251786,2021
6345,Chris Archer,3.536074393,327,,,,,,,1.191126109,1.406845402,1.367209726,0.007186172072,0.2394022571,-0.6756952743,2021
11423,Jose Quintana,3.499244726,#N/A,,,,,,,1.554111499,1.224671704,1.612889946,-0.303023193,0.08629004433,-0.6756952743,2021
6893,Johnny Cueto,3.471900251,#N/A,,,,,,,1.702028045,1.207321828,1.782292796,-0.4198078952,-0.1242392483,-0.6756952743,2021
7550,Jake McGee,3.465481329,268,,,,,,,-0.3669886757,-0.1459685016,-0.7838174441,1.01810375,1.40688288,2.33726932,2021
20367,Brusdar Graterol,3.451621376,304,,,,,,,-0.3651737488,-0.3932042348,-0.7838174441,1.904937582,1.253770667,1.835108554,2021
9132,Nathan Eovaldi,3.382940144,267,,,,,,,1.18341267,1.202984359,1.296301568,-0.05485570095,0.4307925231,-0.6756952743,2021
16258,Aaron Bummer,3.333391065,#N/A,,,,,,,-0.2925766708,-0.2153680056,-0.7838174441,2.102011767,0.8135730552,1.709568363,2021
12572,Blake Treinen,3.331925672,328,,,,,,,-0.2245169103,-0.1806682536,-0.7838174441,1.602027261,0.8327120818,2.086188937,2021
16207,Spencer Turnbull,3.328637242,#N/A,,,,,,,1.581335403,1.324433491,1.605863983,-0.1533927934,-0.3539075675,-0.6756952743,2021
12863,Matt Barnes,3.324281638,216,,,,,,,-0.2517408145,0.2010290187,-0.7838174441,0.8319781311,0.04801199113,3.278820756,2021
12760,Rafael Montero,3.31652006,174,,,,,,,-0.3080035499,-0.1112687495,-0.7838174441,0.8283286092,0.8518511084,2.839430086,2021
18413,Jose Urquidy,3.305401031,205,,,,,,,1.221072404,0.8820116523,1.370136637,-0.2482803639,0.7561559754,-0.6756952743,2021
13183,Zach Davies,3.284745262,255,,,,,,,1.79458932,0.9340612803,1.813947424,-0.2665279736,-0.3156295143,-0.6756952743,2021
5003,Jake Diekman,3.281830893,#N/A,,,,,,,-0.2730662061,0.1489793907,-0.7838174441,1.893989016,0.3350973901,1.960648746,2021
11804,Hector Neris,3.262401451,291,,,,,,,-0.2413049845,0.07957988663,-0.7838174441,0.6422029901,0.8518511084,2.713889894,2021
14524,Jose Leclerc,3.253854076,254,,,,,,,-0.2971139882,0.2097039567,-0.7838174441,1.226126501,0.3733754433,2.525579607,2021
10123,Kyle Gibson,3.241852213,#N/A,,,,,,,1.98787904,1.489257313,1.940769754,-0.6679753873,-0.8323832325,-0.6756952743,2021
16918,Luke Weaver,3.240295962,#N/A,,,,,,,1.228785844,1.211659297,1.322146258,-0.2008365787,0.3542364167,-0.6756952743,2021
11674,Jameson Taillon,3.180864198,208,,,,,,,1.125788739,0.7865873342,1.288376367,0.01448521596,0.6413218157,-0.6756952743,2021
16511,Jordan Montgomery,3.177624363,259,,,,,,,0.9533706792,0.8950240593,1.114573191,0.3064469714,0.5839047359,-0.6756952743,2021
3542,Danny Duffy,3.130801826,#N/A,,,,,,,1.637144407,1.28539627,1.650624406,-0.6424287337,-0.1242392483,-0.6756952743,2021
12447,Seth Lugo,3.100795165,#N/A,,,,,,,-0.03576450763,0.1750042047,-0.3480644614,1.076496101,1.904497571,0.3286262571,2021
2233,Adam Wainwright,3.062152108,282,,,,,,,1.540499547,1.007798253,1.674145249,-0.2263832323,-0.2582124345,-0.6756952743,2021
11836,Taijuan Walker,3.019237118,#N/A,,,,,,,1.219711209,0.9687610324,1.332694452,0.08747565481,0.08629004433,-0.6756952743,2021
12918,Archie Bradley,3.008539332,257,,,,,,,-0.1777825413,-0.007169493439,-0.7838174441,0.8976695261,0.6795998689,2.400039416,2021
25377,Brady Singer,2.88644258,300,,,,,,,1.455651712,0.9167114043,1.452808692,-0.1387947056,-0.1242392483,-0.6756952743,2021
11156,Merrill Kelly,2.868983875,#N/A,,,,,,,1.437502443,1.059847881,1.548640831,-0.5110459438,0.009733937927,-0.6756952743,2021
13758,Tyler Duffey,2.848852683,#N/A,,,,,,,-0.2580930588,-0.09391887351,-0.7838174441,0.8575247847,1.29204872,1.835108554,2021
14375,Amir Garrett,2.844047116,285,,,,,,,-0.3139020625,0.09259229364,-0.7838174441,0.8246790872,0.3733754433,2.651119799,2021
13942,Brent Suter,2.838215402,#N/A,,,,,,,-0.09928695082,-0.05054418347,-0.5396493995,1.109341799,1.713107305,0.7052468314,2021
17285,Justus Sheffield,2.819777773,#N/A,,,,,,,1.584057794,1.181297014,1.559048677,-0.07310331066,-0.7558271261,-0.6756952743,2021
7410,J.A. Happ,2.81129193,#N/A,,,,,,,1.283233652,0.9383987493,1.416564265,-0.3906117197,0.2394022571,-0.6756952743,2021
11682,Carlos Martinez,2.790021681,#N/A,,,,,,,1.210636574,0.8603243073,1.351230185,0.1677651375,-0.1242392483,-0.6756952743,2021
19618,Jordan Hicks,2.719680752,218,,,,,,,-0.5121828316,-0.3368171377,-0.7838174441,1.963329933,0.6795998689,1.709568363,2021
12095,Yimi Garcia,2.576640303,#N/A,,,,,,,-0.3275140146,-0.2327178816,-0.7838174441,0.6786982095,1.40688288,1.835108554,2021
14875,Caleb Smith,2.555572562,275,,,,,,,1.230147039,1.41552034,1.371491321,-0.7190686945,-0.06682216847,-0.6756952743,2021
6661,Alex Colome,2.523458364,179,,,,,,,-0.2653527666,-0.4062166418,-0.7838174441,0.645852512,0.4307925231,2.902200181,2021
13470,Lucas Sims,2.503474843,#N/A,,,,,,,-0.07024811965,0.4092275309,-0.5094657945,0.200610835,0.4499315497,2.023418841,2021
2717,Rick Porcello,2.490461145,#N/A,,,,,,,1.156188766,0.7432126442,1.344250325,-0.4891488121,0.4116534965,-0.6756952743,2021
11189,Vince Velasquez,2.477090862,#N/A,,,,,,,0.977872193,1.263708925,1.084227758,-0.3358688905,0.1628461507,-0.6756952743,2021
19388,Tony Gonsolin,2.390577023,273,,,,,,,0.4574418906,0.5914012291,-0.0268738403,0.5509649415,0.9284072148,-0.1107644129,2021
18000,Triston McKenzie,2.38285686,186,,,,,,,0.8099914503,0.9253863423,0.937431934,-0.2555794078,0.6413218157,-0.6756952743,2021
13361,Steven Matz,2.380544438,#N/A,,,,,,,1.178875353,1.081535226,1.314497332,-0.5475411632,0.02887296453,-0.6756952743,2021
10745,Trevor Rosenthal,2.358332163,131,,,,,,,-0.3878603356,0.06223001062,-0.7838174441,0.9524123552,-0.4496027005,2.964970277,2021
13801,Austin Adams,2.34868661,#N/A,,,,,,,-0.5212574663,0.005842913572,-0.7838174441,2.080114635,0.7370169488,0.8307870228,2021
16122,Jordan Romano,2.327103246,#N/A,,,,,,,-0.3470244793,-0.1025938115,-0.7838174441,0.7480391264,0.8518511084,1.960648746,2021
14696,Keone Kela,2.309266548,#N/A,,,,,,,-0.7100098689,-0.4192290488,-0.7838174441,1.872091885,1.770524385,0.57970664,2021
17594,Mitch Keller,2.271386849,#N/A,,,,,,,1.112176787,1.072860288,1.183539716,-0.02930904735,-0.3921856207,-0.6756952743,2021
20160,Nate Pearson,2.255147041,278,,,,,,,0.8385765497,0.8386369623,0.9532728167,0.00353665013,0.2968193369,-0.6756952743,2021
17295,Framber Valdez,2.178380029,212,,,,,,,0.329035809,0.4135649999,0.6715762439,1.123939887,0.3159583635,-0.6756952743,2021
13273,Ross Stripling,2.164422106,#N/A,,,,,,,0.9007377977,0.7215252992,0.2741491549,-0.06580426678,0.5073486295,-0.1735345086,2021
18655,A.J. Minter,2.10942766,#N/A,,,,,,,-0.3533767236,-0.1112687495,-0.7838174441,1.277219808,0.6221827891,1.45848798,2021
22286,Trevor Rogers,2.080721749,#N/A,,,,,,,0.6298599507,0.6564632641,0.8484960363,0.4013345419,0.2202632305,-0.6756952743,2021
18525,Dylan Cease,2.078536884,#N/A,,,,,,,1.336320265,1.237684111,1.451557937,-0.4198078952,-0.8515222591,-0.6756952743,2021
3192,Will Harris,2.051442194,476,,,,,,,-0.407824532,-0.3671794207,-0.7838174441,1.204229369,0.9475462414,1.45848798,2021
12804,Matt Wisler,2.020636056,#N/A,,,,,,,-0.1324093676,-0.02018190045,-0.5602679917,0.6604505998,0.9284072148,1.144637501,2021
14966,Reyes Moronta,2.01547851,#N/A,,,,,,,-0.3910364578,-0.0852439355,-0.7838174441,1.127589408,0.1245680975,2.023418841,2021
12880,Tyler Anderson,2.00606429,590,,,,,,,1.402565099,0.9210488733,1.472158012,-0.7409658262,-0.3730465941,-0.6756952743,2021
12718,Adrian Houser,1.928517761,#N/A,,,,,,,0.8780512109,0.5957386981,0.9374345459,0.1641156156,0.02887296453,-0.6756952743,2021
7982,Anthony Bass,1.925421936,319,,,,,,,-0.2925766708,-0.4105541108,-0.7838174441,0.4889230685,0.3350973901,2.588349703,2021
17578,Jonathan Brubaker,1.892317153,#N/A,,,,,,,0.9415736541,0.6868255471,0.810528693,0.1714146595,-0.1051002217,-0.6129251786,2021
16233,Tejay Antone,1.891464562,#N/A,,,,,,,0.8249645976,0.7952622722,0.4769110008,0.1495175278,-0.1816563281,-0.1735345086,2021
15451,Mike Mayers,1.811350828,#N/A,,,,,,,-0.233591545,-0.04186924547,-0.7838174441,0.4378297613,0.6604608423,1.772338459,2021
18064,Phil Maton,1.797329562,#N/A,,,,,,,-0.3470244793,-0.09825634251,-0.7838174441,0.901319048,1.043241374,1.081867406,2021
14993,Scott Barlow,1.764967788,#N/A,,,,,,,-0.1882183713,0.09692976265,-0.7838174441,0.5655630293,0.2394022571,1.835108554,2021
17149,Domingo German,1.747483032,265,,,,,,,0.5813106548,0.7128503612,0.6203296018,-0.2336822761,0.6795998689,-0.6129251786,2021
22267,Tarik Skubal,1.731784035,#N/A,,,,,,,0.6933823939,0.8776741833,0.8417351714,-0.3212708028,0.3159583635,-0.6756952743,2021
19409,Dane Dunning,1.699608473,#N/A,,,,,,,0.9052751151,0.7215252992,1.039758191,-0.1095985301,-0.1816563281,-0.6756952743,2021
4020,Yusmeiro Petit,1.68543164,495,,,,,,,-0.199107933,-0.3715168897,-0.7838174441,0.4852735465,1.598273146,0.9563272143,2021
13435,Pierce Johnson,1.67100752,#N/A,,,,,,,-0.3864991404,-0.09825634251,-0.7838174441,1.175033194,0.870990135,0.8935571186,2021
17995,Logan Webb,1.657849989,#N/A,,,,,,,0.7795914239,0.478627035,0.9495608895,0.3648393224,-0.2390734079,-0.6756952743,2021
