,Unnamed: 0,Name,Team,playerid,IP,QS,SO,WHIP,ERA,SVHD,pr,rank,position,IDFANGRAPHS
36,139,Madison Bumgarner,ARI,5524,2.19898431730165,1.94890358632928,1.55075203162497,2.25445159441837,2.93425381800569,-0.674113734802185,10.2132316128778,40,SP,5524
37,62,Adam Wainwright,STL,2233,2.28459520370257,2.64137846785877,1.57192467048445,2.22692428760083,2.13770956320039,-0.674113734802185,10.1884184580448,41,SP,2233
38,66,Antonio Senzatela,COL,15488,2.17758159570142,2.17972854683911,0.957918143559596,2.62727455612834,2.85717222995051,-0.674113734802185,10.1255613373768,42,SP,15488
39,38,Sonny Gray,MIN,12768,2.0919707093005,2.17972854683911,2.31296703056617,2.11595483199265,2.04152582202743,-0.674113734802185,10.0680332059237,43,SP,12768
40,68,Mike Minor,KCR,10021,2.19898431730165,1.94890358632928,1.86834161451714,2.1976765241072,2.43029864022382,-0.674113734802185,9.97009094767691,44,SP,10021
41,50,Jack Flaherty,STL,17479,2.0919707093005,2.64137846785877,2.35531230828512,1.78562715018225,1.68536643598334,-0.674113734802185,9.8855413368078,45,SP,17479
42,28,Charlie Morton,ATL,4676,2.07056798770027,2.64137846785877,2.41883022486356,1.79302511388946,1.58390242484287,-0.674113734802185,9.83359048435274,46,SP,4676
43,100,Aaron Civale,CLE,19479,2.17758159570142,2.17972854683911,1.57192467048445,2.17582672432079,2.38174086346374,-0.674113734802185,9.81268866600732,47,SP,19479
44,79,Anthony DeSclafani,SFG,13050,2.13477615250096,2.41055350734894,1.69896050364132,2.1042557265952,2.11783089979327,-0.674113734802185,9.79226305507751,48,SP,13050
45,35,Alek Manoah,TOR,26410,2.02776254449981,2.41055350734894,2.44000286372303,1.77977759748352,1.73356184127506,-0.674113734802185,9.71754461952819,50,SP,26410
46,39,John Means,BAL,16269,2.19898431730165,2.17972854683911,1.84716897565766,1.88541363739581,2.16550863155877,-0.674113734802185,9.60269037395081,51,SP,16269
47,37,Jordan Montgomery,NYY,16511,2.0919707093005,1.94890358632928,2.10124064197139,2.06090021835758,1.99182916350965,-0.674113734802185,9.52073058466623,52,SP,16511
