Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Luis Arraez","SDP",145.969,639.831,593.485,181.147,142.023,30.8485,2.80889,5.46691,77.0873,58.2947,35.72,4.50551,34.2632,5.64289,3.37377,1.60952,14.1392,6.82122,2.65926,0.305226,0.0558273,0.0535504,1.04252,0.348641,0.394305,0.323752,0.742946,0.089079,4.02397,0.315332,0.552193,-1.12457,81.8357,6.98954,109.393,-0.572378,1.66766,6.459080755710602,-11.193971395492554,1.71267,195.77999877929688,3.03756,-0.0285224,2.06645,3.03756,0.0285224,2.24473,705.5,4.83219178,705.5,4.83219178,,,,,,,,,,,,,,,,,,,"Luis Arraez","18568",650333
"Wilyer Abreu","BOS",118.754,465.785,410.889,99.3521,58.0638,23.7344,1.25756,16.2963,59.5843,58.3632,48.8456,0.556823,125.477,2.98893,2.88414,0.177337,5.05303,9.4998,2.73568,0.241798,0.104867,0.269388,0.38928,0.324708,0.424666,0.326414,0.749373,0.182868,4.73156,0.305352,-0.216596,-0.0709752,60.5732,6.08651,107.602,-0.287571,2.29241,3.76378732919693,-2.9898579120635986,1.68354,300.5899963378906,3.48984,1.24925,0.18537,3.48984,-1.24925,4.75284,533.8,4.485714285,533.8,4.485714285,,,,,,,,,,,,,,,,,,,"Wilyer Abreu","23772",677800
"George Springer","TOR",139.274,601.748,536.978,129.755,86.4513,22.3783,2.10606,18.8189,76.7085,63.9859,54.899,0.272297,114.466,5.83029,3.46478,0.576357,11.6801,14.5372,3.14403,0.241639,0.0912326,0.190223,0.479609,0.316854,0.396295,0.312966,0.713149,0.154656,5.12147,0.272464,-0.160616,0.474626,71.7411,1.3498,105.285,0.31401,-0.426991,3.9531344771385193,-7.863035500049591,1.6679,241.61000061035156,1.66311,-0.142608,0.489459,1.66311,0.142608,4.34739,647.9,4.661151079,647.9,4.661151079,,,,,,,,,,,,,,,,,,,"George Springer","12856",543807
"Jake Meyers","HOU",110.391,418.837,378.252,88.2286,57.5914,17.6742,1.84106,11.122,46.4703,45.3684,29.3781,0.095798,100.911,6.65843,2.91533,1.63268,7.14989,8.14753,2.13716,0.233253,0.070142,0.240931,0.291129,0.297852,0.377924,0.29644,0.675776,0.144671,5.05329,0.286498,0.485113,0.0257483,44.3633,-4.63147,93.8579,0.510862,3.06488,-2.4326674938201904,4.421951651573181,1.64743,446.5400085449219,3.18719,0.631883,0.488922,3.18719,-0.631883,4.3481,399.4,3.63090909,399.4,3.63090909,,,,,,,,,,,,,,,,,,,"Jake Meyers","20308",676694
"Nathaniel Lowe","WSN",141.084,594.713,519.916,135.393,95.5771,22.7924,1.84804,15.1752,68.2964,68.9498,67.1339,1.50134,129.668,4.3435,3.13279,0.187063,12.4028,1.86417,0.554947,0.260413,0.112885,0.218035,0.517735,0.347958,0.398924,0.329265,0.746882,0.138511,2.91755,0.317863,-1.17503,-1.15854,78.7041,9.13573,111.648,-2.33356,1.00124,5.950268030166626,-9.88489043712616,1.63901,254.92999267578125,3.30937,0.102741,0.576734,3.30937,-0.102741,4.23102,669.1,4.74539007,669.1,4.74539007,,,,,,,,,,,,,,,,,,,"Nathaniel Lowe","19566",663993
"Garrett Mitchell","MIL",115.7,451.895,399.262,95.5923,61.9476,17.8605,2.95983,12.8244,56.6367,48.872,43.897,0.411391,137.615,4.41607,2.15528,2.16393,4.82665,20.2224,4.63564,0.239422,0.09714,0.304529,0.318984,0.319981,0.395343,0.314172,0.715324,0.155921,6.49839,0.329781,-0.357462,1.30004,54.314,1.45219,100.754,0.942574,0.125426,1.349787324666977,-0.5377600491046906,1.63804,255.2899932861328,2.27192,-1.26229,0.84988,2.27192,1.26229,3.86683,498.1,4.293965517,498.1,4.293965517,,,,,,,,,,,,,,,,,,,"Garrett Mitchell","27555",669003
"TJ Friedl","CIN",120.302,504.16,444.115,108.348,72.1359,17.9717,3.68606,14.554,62.358,57.642,40.7237,0.491624,83.3308,11.1901,4.21393,3.91714,5.65143,15.9607,3.63293,0.243963,0.0807753,0.165287,0.488699,0.320367,0.399341,0.315401,0.719709,0.155378,6.21149,0.267642,0.383949,0.745608,61.0948,2.11911,95.4788,1.12956,-1.23532,-1.5961700677871704,0.621192216873169,1.63324,251.4600067138672,4.03181,0.22962,0.471308,4.03181,-0.22962,4.37159,552,4.6,552,4.6,,,,,,,,,,,,,,,,,,,"TJ Friedl","19522",670770
"Paul Goldschmidt","NYY",141.634,608.506,544.194,134.353,84.1125,26.9233,0.603059,22.7137,73.6683,74.7338,57.1976,1.76472,155.903,3.34815,3.53757,0.229141,10.772,7.57085,1.56406,0.246884,0.0939968,0.256207,0.366879,0.32041,0.423789,0.323261,0.744199,0.176905,3.68813,0.302451,-0.049581,-0.247061,77.5888,6.4069,109.055,-0.296642,0.117395,6.150124281644821,-10.955267958343029,1.59763,180.07000732421875,2.55234,-0.57602,0.468395,2.55234,0.57602,4.37547,696.2,4.902816901,696.2,4.902816901,,,,,,,,,,,,,,,,,,,"Paul Goldschmidt","9218",502671
"Michael Busch","CHC",141.471,578.007,507.328,120.926,72.7352,25.6752,1.8981,20.6173,71.5603,71.7526,59.9623,0.881172,160.087,6.50149,4.00522,0.209958,7.78952,2.55778,0.827306,0.238358,0.10374,0.276964,0.37456,0.324317,0.418366,0.324158,0.742684,0.180008,3.62137,0.303387,-0.190537,-0.91517,74.1172,6.50305,109.672,-1.10571,1.10772,5.4352065324783325,-9.317046165466309,1.58803,259.1000061035156,3.05163,1.18225,0.629824,3.05163,-1.18225,4.16023,658.7,4.671631205,658.7,4.671631205,,,,,,,,,,,,,,,,,,,"Michael Busch","26319",683737
"Jo Adell","LAA",116.307,443.642,400.854,89.418,49.7264,17.5616,1.86604,20.264,53.3747,56.8311,33.6612,1.05341,132.838,6.13216,2.56829,0.426993,5.68306,13.1931,4.46609,0.223069,0.0758747,0.299425,0.253401,0.291532,0.427846,0.310433,0.719378,0.204777,5.40577,0.276262,-0.19576,0.131606,51.9873,0.090832,100.384,-0.0641545,-0.493793,0.1307445466518402,0.36462175846099854,1.57854,280.32000732421875,3.16535,-0.218056,0.72924,3.16535,0.218056,4.02768,482.5,4.159482758,482.5,4.159482758,,,,,,,,,,,,,,,,,,,"Jo Adell","20220",666176
"Jorge Soler","LAA",129.552,545.03,475.091,111.239,61.3115,22.7384,0.527872,26.6611,69.9761,70.9439,60.5352,1.0115,138.955,6.03181,3.17191,0.199365,9.30484,1.02436,0.285432,0.234142,0.111068,0.254949,0.435646,0.326351,0.452579,0.337302,0.77893,0.218437,2.30561,0.270521,-1.16884,-0.912018,75.6544,11.8979,119.284,-2.08085,-1.13022,9.944912433624268,-12.925831079483032,1.56858,227.49000549316406,2.77006,-0.862385,0.914864,2.77006,0.862385,3.78018,675.7,5.197692307,675.7,5.197692307,,,,,,,,,,,,,,,,,,,"Jorge Soler","14221",624585
"Josh Naylor","ARI",140.416,596.447,534.906,140.692,88.7874,29.7107,0.422231,21.7717,73.5536,90.8962,50.2509,6.38585,92.0644,6.00932,5.10694,0.173874,12.8085,7.0595,2.26206,0.263022,0.0842504,0.154355,0.545823,0.330305,0.44225,0.331261,0.772555,0.179228,3.54686,0.27904,-1.00347,-0.598626,79.8917,10.1205,110.993,-1.60209,0.530589,6.238588571548462,-10.951601803302765,1.56458,100.29000091552734,3.03577,1.63713,0.735619,3.03577,-1.63713,4.01917,724.1,5.172142857,724.1,5.172142857,,,,,,,,,,,,,,,,,,,"Josh Naylor","18839",647304
"Dylan Moore","SEA",107.078,390.496,333.631,68.0511,38.9816,15.7223,2.58654,10.7607,47.7592,37.5802,42.9996,0.693113,113.655,10.4873,2.44177,0.936911,3.70223,24.8738,6.15685,0.203971,0.110115,0.291054,0.378333,0.311988,0.363362,0.300793,0.67535,0.15939,7.14715,0.270677,-0.0707567,1.75687,42.7296,-2.94986,101.754,1.68612,-0.596076,2.46998131275177,-0.35227444767951965,1.56312,353.67999267578125,3.22269,-0.354163,1.41854,3.22269,0.354163,3.10861,403.4,3.770093457,403.4,3.770093457,,,,,,,,,,,,,,,,,,,"Dylan Moore","18042",664238
"Heliot Ramos","SFG",134.65,565.923,515.854,129.55,81.8823,24.2589,2.70267,20.7065,66.0785,68.5493,41.5551,1.08974,150.457,4.65522,3.31055,0.547852,10.7692,7.45329,2.55215,0.251138,0.073429,0.265862,0.276192,0.310875,0.429064,0.320058,0.739938,0.177926,4.37308,0.312769,-0.341692,-0.54534,70.7003,4.49971,106.852,-0.887033,0.0641237,3.649748980998993,-7.411639116704464,1.55884,204.89999389648438,1.97012,-0.282142,0.255606,1.97012,0.282142,4.65919,642,4.755555555,642,4.755555555,,,,,,,,,,,,,,,,,,,"Heliot Ramos","22515",671218
"Ke'Bryan Hayes","PIT",125.367,520.675,479.319,120.137,84.6694,22.5736,2.62853,10.2655,56.1336,49.537,33.6636,0.794361,101.253,3.47161,3.76488,0.456006,10.5859,13.6417,4.00147,0.250641,0.0646538,0.194465,0.33247,0.302319,0.372955,0.295215,0.675274,0.122314,5.17596,0.295699,0.188023,0.15265,54.6368,-6.27081,85.78,0.340672,4.32046,-8.513068437576294,6.255138278007507,1.55754,352.8299865722656,3.09056,-0.957954,0.647412,3.09056,0.957954,4.13678,497.2,3.9776,497.2,3.9776,,,,,,,,,,,,,,,,,,,"Ke'Bryan Hayes","18577",663647
"Jorge Polanco","SEA",114.652,471.265,416.558,92.4108,59.4924,16.5896,0.434527,15.8942,49.4675,53.5033,47.3757,1.6558,126.694,3.46213,3.48471,0.384832,6.9609,4.10992,1.42325,0.221844,0.100529,0.268838,0.373938,0.304214,0.378224,0.299503,0.682438,0.15638,3.0622,0.275781,0.0212584,-0.612146,51.0782,-4.04949,100.847,-0.590887,-2.32803,-0.1343809962272644,-0.5587135553359985,1.5509,414.92999267578125,2.23167,-0.46809,0.4485,2.23167,0.46809,4.402,452.7,3.936521739,452.7,3.936521739,,,,,,,,,,,,,,,,,,,"Jorge Polanco","13152",593871
"Matt Vierling","DET",128.916,530.996,481.639,121.79,81.7992,23.1478,3.8251,13.0178,66.3652,52.6774,41.1122,0.623889,111.218,3.99655,3.58679,0.661346,8.41099,7.93327,2.52633,0.252866,0.0774248,0.209451,0.369656,0.314705,0.397894,0.310932,0.712599,0.145028,5.32016,0.301316,0.251773,-0.433213,62.4366,0.321756,103.697,-0.18144,-2.05487,2.0649292171001434,-4.75847864151001,1.54994,316.3900146484375,1.86617,-0.286663,0.39978,1.86617,0.286663,4.46696,554.7,4.3,554.7,4.3,,,,,,,,,,,,,,,,,,,"Matt Vierling","21558",663837
"Otto Lopez","MIA",110.258,438.238,403.478,108.866,78.915,21.1384,2.67001,6.14285,48.1279,39.3505,27.264,0.560365,76.4382,3.23949,2.46804,1.78928,8.96754,17.5318,3.78848,0.26982,0.0622127,0.174421,0.356681,0.319327,0.38112,0.306656,0.700446,0.1113,5.97482,0.317671,-0.553436,1.11286,50.0218,-1.24249,93.4454,0.559419,1.43614,-2.8755295276641846,3.285613775253296,1.54956,338.44000244140625,1.16468,-0.187759,1.3288,1.16468,0.187759,3.22827,454.8,4.134545454,454.8,4.134545454,,,,,,,,,,,,,,,,,,,"Otto Lopez","19608",672640
"Kerry Carpenter","DET",119.594,477.851,432.961,110.644,64.6832,20.3502,3.40264,22.2079,58.9014,70.2432,34.7142,2.22384,119.819,6.85091,3.18241,0.142955,6.58221,2.78424,1.62878,0.255552,0.0726464,0.250746,0.289722,0.318623,0.472151,0.338206,0.790775,0.216599,4.07963,0.300684,-0.515411,-0.923823,66.6772,10.7791,122.882,-1.43923,-0.0925866,11.071896433830261,-12.075902074575424,1.54146,206.8800048828125,3.28092,1.69309,0.604627,3.28092,-1.69309,4.19383,596.6,4.971666666,596.6,4.971666666,,,,,,,,,,,,,,,,,,,"Kerry Carpenter","25961",681481
"Colt Keith","DET",130.747,522.703,475.925,123.916,82.0363,23.3504,3.29891,15.2307,60.3177,60.9317,39.7355,1.63287,106.097,3.05148,3.53159,0.459177,7.16975,5.34897,1.27694,0.26037,0.0760193,0.202978,0.37452,0.319206,0.419303,0.319896,0.738509,0.158933,4.48559,0.303482,-0.243221,-0.419644,65.2328,4.08808,110.003,-0.662865,2.18484,5.319767594337463,-7.903700828552246,1.53271,249.1999969482422,3.3545,1.58115,0.43747,3.3545,-1.58115,4.41671,578.9,4.419083969,578.9,4.419083969,,,,,,,,,,,,,,,,,,,"Colt Keith","27899",690993
"Leody Taveras","TEX",99.1218,381.903,347.508,84.6716,56.3122,16.2409,2.32988,9.78864,45.4412,38.3008,28.2653,0.42582,82.7689,1.16411,3.03746,1.92776,4.6006,14.1106,3.5792,0.243653,0.0740117,0.216727,0.341497,0.300285,0.388302,0.299869,0.688587,0.144649,6.03565,0.290257,0.40186,0.699173,41.5051,-3.16916,94.7419,1.10103,1.75628,-1.1966396570205688,3.2859383821487427,1.5306,448.2200012207031,3.27021,0.522656,0.917497,3.27021,-0.522656,3.77667,382.2,3.86060606,382.2,3.86060606,,,,,,,,,,,,,,,,,,,"Leody Taveras","18900",665750
"Willi Castro","MIN",131.567,546.723,487.326,119.056,80.0417,23.7154,3.86666,11.4326,71.1326,50.8012,39.9839,0.557986,127.76,14.1144,3.71485,1.58475,7.35754,17.9227,5.53992,0.244306,0.0731336,0.233682,0.312961,0.317634,0.379219,0.307095,0.696853,0.134913,6.44291,0.305881,0.737426,0.286552,62.5976,-1.35705,100.484,1.02398,-3.2411,1.3264855444431305,-4.7580283880233765,1.52787,232.9499969482422,2.25742,-0.546622,0.768669,2.25742,0.546622,3.97511,554.6,4.201515151,554.6,4.201515151,,,,,,,,,,,,,,,,,,,"Willi Castro","17338",650489
"Jonah Heim","TEX",102.042,387.653,356.668,81.0004,53.2507,15.2024,0.865627,11.6817,39.2914,46.2732,26.0365,0.500971,72.9695,2.22583,2.28493,0.437651,6.9527,1.23002,0.35713,0.227103,0.0671646,0.188234,0.356814,0.282176,0.372838,0.285849,0.655014,0.145735,2.78276,0.25271,-0.105782,-0.538017,37.7558,-7.59103,84.8803,-0.643799,1.34733,-7.350223958492279,9.220946311950684,1.52782,313.4100036621094,3.93669,0.679441,0.448248,3.93669,-0.679441,4.40234,344.5,3.37745098,344.5,3.37745098,,,,,,,,,,,,,,,,,,,"Jonah Heim","16930",641680
"Jake McCarthy","ARI",130.321,517.289,465.176,121.657,87.5502,20.0665,6.03175,8.00812,66.8243,51.2566,35.5402,0.634752,91.3208,9.47609,2.86084,4.23602,7.1972,28.368,5.70669,0.261528,0.0687048,0.176537,0.38918,0.324865,0.382245,0.310779,0.707109,0.120716,7.57681,0.308235,0.261169,2.32109,60.7612,0.249764,97.2074,2.58226,-2.72087,0.8547934293746948,-3.2881107330322266,1.52778,215.8000030517578,3.3692,0.65697,1.31336,3.3692,-0.65697,3.24885,557,4.284615384,557,4.284615384,,,,,,,,,,,,,,,,,,,"Jake McCarthy","21622",664983
"Michael Massey","KCR",116.181,461.505,425.713,105.842,65.8181,23.1288,2.143,14.7521,52.2179,56.4018,24.1132,0.885282,86.9997,5.27581,4.39166,2.01132,6.54866,4.09211,1.16205,0.248623,0.0522491,0.188513,0.277164,0.294305,0.416978,0.306354,0.711283,0.168355,4.27865,0.277415,0.25091,-0.396643,52.5649,-1.42096,97.4244,-0.145732,0.100925,-1.5364650338888168,0.9376168549060822,1.52621,381.9800109863281,2.6047,-1.29989,0.348589,2.6047,1.29989,4.53521,478.5,4.125,478.5,4.125,,,,,,,,,,,,,,,,,,,"Michael Massey","27684",686681
"Connor Norby","MIA",132.818,546.883,496.141,119.806,75.0309,26.0921,1.86652,16.8164,68.1231,59.5359,42.4531,0.298849,153.198,4.23182,3.53439,0.523013,6.6588,8.98559,3.19913,0.241476,0.0776274,0.280129,0.277113,0.304727,0.403273,0.308425,0.708,0.161797,4.63641,0.312411,0.0358236,-0.456824,63.2012,-0.772156,94.6356,-0.421,-1.62922,-3.9291493594646454,0.42043936252593994,1.5185,270.1000061035156,2.43552,-0.257763,0.231119,2.43552,0.257763,4.69184,569.3,4.280451127,569.3,4.280451127,,,,,,,,,,,,,,,,,,,"Connor Norby","29592",681393
"Trevor Larnach","MIN",116.944,473.008,415.561,101.371,62.2283,20.2554,1.23712,17.65,59.6925,59.3598,49.8442,1.55922,123.689,3.71873,3.71679,0.167568,8.01987,3.73901,1.12296,0.243938,0.105377,0.261495,0.402979,0.327666,0.426052,0.327559,0.753719,0.182115,3.77637,0.301221,-0.533362,-0.608574,61.948,6.61647,114.878,-1.14194,-0.879666,6.910329341888428,-8.017596244812012,1.51412,328.44000244140625,3.0181,0.811666,0.237814,3.0181,-0.811666,4.68291,549.3,4.694871794,549.3,4.694871794,,,,,,,,,,,,,,,,,,,"Trevor Larnach","21501",663616
"Jurickson Profar","ATL",141.565,604.129,521.787,132.646,89.3394,26.4229,1.19168,15.6921,76.5671,65.3884,65.3739,1.78288,97.0945,9.91709,4.1157,2.93575,11.5948,6.84683,1.83416,0.254215,0.108212,0.160718,0.673302,0.345874,0.399643,0.328556,0.745517,0.145428,3.9444,0.283102,-0.573327,-0.658742,79.6052,8.93538,109.614,-1.23207,-4.37926,5.713338613510132,-11.173250675201416,1.51386,188.97999572753906,1.82535,0.910656,0.412834,1.82535,-0.910656,4.44956,687,4.838028169,687,4.838028169,,,,,,,,,,,,,,,,,,,"Jurickson Profar","10815",595777
"Dylan Crews","WSN",134.768,576.42,521.331,127.127,82.8289,24.9419,4.18877,15.1671,69.0442,61.7378,41.4252,0.00540392,124.803,8.6198,4.34374,0.699798,10.0303,28.0429,6.88498,0.24385,0.0718663,0.216515,0.331924,0.307739,0.395041,0.307127,0.702781,0.151191,6.67611,0.290273,-0.739284,1.77146,66.0124,-1.41608,96.7477,1.03217,2.59344,-1.2096078395843506,-3.348694086074829,1.51168,135.6300048828125,2.17348,-2.417,0.99353,2.17348,2.417,3.67529,610.1,4.519259259,610.1,4.519259259,,,,,,,,,,,,,,,,,,,"Dylan Crews","33541",686611
"Miguel Amaya","CHC",93.2337,334.16,294.676,69.701,46.4284,12.9841,0.930534,9.35791,33.2774,39.0078,26.5588,0.32267,66.8386,7.43144,2.72676,2.76708,5.68476,0.524846,0.19832,0.236534,0.0794791,0.200019,0.397357,0.312895,0.382182,0.306025,0.695076,0.145648,2.57616,0.27279,-0.125767,-0.607502,37.9723,-1.11717,97.1986,-0.733269,-1.94073,-1.8285499215126038,5.25322425365448,1.50355,371.5400085449219,1.05638,1.49638,0.734189,1.05638,-1.49638,4.02108,328.9,3.536559139,328.9,3.536559139,,,,,,,,,,,,,,,,,,,"Miguel Amaya","21693",665804
"Jake Rogers","DET",93.1727,338.779,307.189,64.0122,37.8333,13.0115,0.924189,12.2432,37.7438,38.8211,24.946,0.504808,101.953,3.46005,2.34587,0.838265,4.46249,1.18706,0.38845,0.208381,0.0736351,0.300943,0.244681,0.273475,0.376321,0.283249,0.649796,0.16794,3.37414,0.265023,0.203214,-0.438717,32.2868,-7.3429,84.2248,-0.235504,2.19882,-6.350488990545273,9.388070821762085,1.48007,489.92999267578125,1.78365,1.4343,0.527926,1.78365,-1.4343,4.2961,293.5,3.155913978,293.5,3.155913978,,,,,,,,,,,,,,,,,,,"Jake Rogers","19452",668670
"Josh Lowe","TBR",124.838,502.596,457.572,112.481,68.8666,25.4592,2.48663,15.6682,60.7096,59.2854,40.0312,2.89527,148.554,1.67293,2.93055,0.389806,4.15566,26.0466,3.8388,0.245821,0.0796488,0.295573,0.269473,0.307015,0.415056,0.311471,0.72207,0.169235,6.54756,0.326759,-0.747225,2.80476,59.3156,0.522788,100.945,2.05753,0.422358,2.6132450103759766,-5.0608049929142,1.47667,156.55999755859375,1.83143,-0.290732,0.931061,1.83143,0.290732,3.75859,567.7,4.5416,567.7,4.5416,,,,,,,,,,,,,,,,,,,"Josh Lowe","19953",666139
"Trevor Story","BOS",112.865,469.931,422.766,97.3005,60.6024,22.0401,1.43921,13.2188,53.6126,52.6239,39.2381,2.72457,138.053,4.9705,2.77395,0.182062,5.44187,18.9777,5.10953,0.230152,0.0834975,0.293773,0.284224,0.301244,0.382896,0.29807,0.68414,0.152744,5.53269,0.306567,0.112926,0.920434,50.3916,-4.58004,87.6636,1.03336,-1.07379,-5.599941253662109,3.951230764389038,1.44761,252.85000610351562,3.21482,-1.22381,0.822687,3.21482,1.22381,3.90308,466,4.123893805,466,4.123893805,,,,,,,,,,,,,,,,,,,"Trevor Story","12564",596115
"Connor Wong","BOS",105.51,400.688,367.779,90.0182,58.8823,19.2364,1.27918,10.6204,45.2372,42.5401,23.2405,0.226637,105.536,5.66422,2.32732,1.67668,5.27099,6.73298,2.59195,0.244761,0.0580015,0.263386,0.220215,0.298044,0.390653,0.300384,0.688697,0.145892,4.55663,0.312651,0.314158,-0.394222,43.7128,-3.15895,89.2912,-0.0800638,-2.59136,-4.989728398621082,5.549838304519653,1.43734,242.97999572753906,2.6413,0.333693,0.612877,2.6413,-0.333693,4.18283,392.1,3.699056603,392.1,3.699056603,,,,,,,,,,,,,,,,,,,"Connor Wong","19896",657136
"Jesús Sánchez","MIA",129.396,515.382,464.933,115.978,71.8226,23.2096,2.16478,18.7811,59.4255,64.0593,42.9236,1.91897,132.536,4.3482,2.27661,0.900121,9.60544,10.304,2.07651,0.249451,0.0832851,0.25716,0.323865,0.317309,0.429869,0.323408,0.747178,0.180418,4.86256,0.307689,-1.02536,0.295,65.7757,5.48731,104.72,-0.730363,-0.284099,2.1785547137260437,-5.444779247045517,1.4352,234.8800048828125,3.15194,-0.951865,0.25296,3.15194,0.951865,4.66272,595.7,4.617829457,595.7,4.617829457,,,,,,,,,,,,,,,,,,,"Jesus Sanchez","19913",660821
"Keibert Ruiz","WSN",123.488,483.169,449.492,109.446,74.0167,21.7239,0.222554,13.4825,47.1097,56.6165,24.1675,0.505266,54.1335,5.49005,3.41815,0.601532,9.0145,3.00948,0.887012,0.243487,0.0500188,0.112039,0.446443,0.288256,0.382792,0.291997,0.671049,0.139305,2.6814,0.249065,-0.946568,-0.571602,49.4495,-7.0707,86.5643,-1.51817,-2.49845,-9.280991315841675,7.029965162277222,1.42926,204.6300048828125,1.33058,0.28203,0.397797,1.33058,-0.28203,4.4696,437.3,3.555284552,437.3,3.555284552,,,,,,,,,,,,,,,,,,,"Keibert Ruiz","19610",660688
"Jeff McNeil","NYM",121.604,489.847,442.805,113.452,79.6071,23.8837,1.09179,8.86949,54.7136,48.3391,32.8837,0.802847,63.6125,9.49204,3.44984,1.2165,7.76341,4.71089,0.906308,0.256212,0.0671305,0.129862,0.516937,0.318907,0.375172,0.305456,0.694079,0.118959,3.91664,0.279803,-0.804926,-0.381287,55.4394,-1.86194,96.8072,-1.18621,-0.932678,-3.0160659551620483,0.40774965286254883,1.4162,392.5899963378906,2.393,-0.343454,0.611181,2.393,0.343454,4.18509,482.4,3.95409836,482.4,3.95409836,,,,,,,,,,,,,,,,,,,"Jeff McNeil","15362",643446
"Carson Kelly","CHC",81.8288,301.381,268.404,61.364,41.8391,10.7616,0.328632,8.43461,30.659,32.4181,26.4727,0.0984046,60.6511,3.86667,2.46485,0.173258,5.22418,0.680057,0.208156,0.228626,0.0878378,0.201244,0.436475,0.304452,0.365444,0.296105,0.669896,0.136819,2.26434,0.262308,-0.170175,-0.51718,31.8411,-3.41392,90.3744,-0.687355,1.43822,-4.081533491611481,7.7521668672561646,1.41616,518.760009765625,1.91122,0.965601,0.801079,1.91122,-0.965601,3.93189,272.6,3.324390243,272.6,3.324390243,,,,,,,,,,,,,,,,,,,"Carson Kelly","13620",608348
"Adolis García","TEX",143.045,607.324,549.042,127.219,75.9521,24.6331,1.38421,25.2491,75.8259,83.7165,47.1038,1.21088,168.628,6.07203,4.9231,0.182782,8.33474,11.2242,3.49157,0.23171,0.0775595,0.277658,0.279335,0.297121,0.419581,0.309969,0.716702,0.187871,4.50116,0.283179,0.0789601,-0.178843,70.9409,-0.102697,101.847,-0.0998834,-0.198264,1.1833065375685692,-7.824134856462479,1.40506,157.4600067138672,1.93686,0.655292,0.979927,1.93686,-0.655292,3.69343,646.9,4.523776223,646.9,4.523776223,,,,,,,,,,,,,,,,,,,"Adolis Garcia","19287",666969
"Joey Bart","PIT",96.6306,365.676,328.412,77.8126,51.8259,13.9488,0.431131,11.6067,41.0489,44.8751,28.0835,0.0282705,101.756,7.09374,1.92724,0.159488,6.56564,0.705317,0.214591,0.236936,0.0767988,0.278267,0.27599,0.309123,0.388061,0.306742,0.697184,0.151125,2.40253,0.305128,-0.131846,-0.63229,41.7646,-1.01148,93.5384,-0.764136,-1.92489,-3.589636981487274,4.92457377910614,1.39552,269.5899963378906,2.02579,1.03097,0.506613,2.02579,-1.03097,4.32452,369.1,3.805154639,369.1,3.805154639,,,,,,,,,,,,,,,,,,,"Joey Bart","21524",663698
"Travis d'Arnaud","LAA",72.2543,271.607,247.465,57.7159,35.0821,11.5491,0.666242,10.4185,30.4245,34.3984,18.0667,0.0319966,68.3166,4.00945,1.94324,0.121984,5.29337,0.455286,0.160686,0.233228,0.0665179,0.251528,0.264455,0.29391,0.411585,0.306311,0.705495,0.178356,2.818,0.277123,-0.443082,-0.424886,30.9264,-0.845585,97.4841,-0.867968,0.845944,-1.6498408317565918,6.094766914844513,1.39415,412.0199890136719,2.86146,0.784456,0.859592,2.86146,-0.784456,3.85388,278.3,3.865277777,278.3,3.865277777,,,,,,,,,,,,,,,,,,,"Travis d'Arnaud","7739",518595
"Jasson Domínguez","NYY",130.349,521.655,466.13,113.264,75.2722,20.1477,1.95403,15.8904,68.3885,60.3084,50.1422,1.45,131.324,2.13206,2.73038,0.519978,7.16808,22.1548,4.29264,0.242989,0.0961215,0.251744,0.381822,0.31765,0.396866,0.312515,0.714516,0.153877,6.0451,0.302736,-0.982186,1.6972,62.0028,0.980625,101.663,0.715014,-0.130818,1.729811191558838,-5.68656088411808,1.38639,150.6300048828125,3.09705,-1.12081,0.712418,3.09705,1.12081,4.05011,573.2,4.409230769,573.2,4.409230769,,,,,,,,,,,,,,,,,,,"Jasson Dominguez","28080",691176
"Spencer Steer","CIN",141.05,590.983,519.58,126.498,75.6994,29.2649,2.66879,18.8644,70.3796,74.0995,59.3048,0.581915,123.599,8.54808,3.35174,0.198109,7.28846,16.7466,3.54915,0.243461,0.100349,0.209142,0.479815,0.32897,0.418979,0.326986,0.747949,0.175518,5.31129,0.282896,-0.219132,0.783519,77.1264,7.99435,103.276,0.564386,-0.379991,2.879545748233795,-9.139879792928696,1.38599,124.44000244140625,2.31992,-0.0827733,0.46431,2.31992,0.0827733,4.38092,690.5,4.89716312,690.5,4.89716312,,,,,,,,,,,,,,,,,,,"Spencer Steer","26323",668715
"Freddy Fermin","KCR",78.9122,291.844,267.12,66.3871,47.1166,12.0349,0.79346,6.44211,29.8533,30.8119,19.6132,0.24323,56.539,2.06043,2.17651,0.874094,6.25528,0.976436,0.217894,0.248529,0.0672043,0.19373,0.346896,0.302645,0.371875,0.295597,0.67452,0.123346,2.83988,0.29055,-0.0601612,-0.433963,30.7142,-3.4252,90.0249,-0.494124,1.27659,-3.9002062380313873,7.365490913391113,1.36213,371.1000061035156,1.87404,2.35141,1.04053,1.87404,-2.35141,3.61262,267.4,3.384810126,267.4,3.384810126,,,,,,,,,,,,,,,,,,,"Freddy Fermin","21840",666023
