Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Andrew Morris","MIN",0.578324,0.547253,0,4.0969,6.80534,0,0,0.706092,0,6.9908,29.4592,7.0632,3.45901,3.18229,0.858097,1.87486,0,0.1779,5.83947,7.51777,2.41371,3.11461,1.10472,0.198222,0.0636427,0.1345796212553978,0.257721,1.27855,0.299635,0.708188,,,3.97248,0.0285825,0.0614623,999,0.776958,-0.652069,1.25543,0.776958,0.652069,3.3261,31.3,4.4714285714285715,32,4.571428571428571,,,,,,,,,,,,,,,,,,,"Andrew Morris","sa3020569",702193
"Josh Walker","TOR",1.11857,1.32458,0,4.15411,23.1179,0,0,1.10373,0,24.4491,105.28,21.94,12.2662,11.2849,2.95976,11.4011,0.353375,0.792209,24.895,9.16415,4.19689,2.18356,1.08952,0.236465,0.108293,0.1281714141368866,0.235694,1.3637,0.290965,0.721807,,,4.19993,0.0282526,0.022464,999,1.91197,-1.08104,0.959402,1.91197,1.08104,3.7208,101.50000000000001,4.229166666666667,99,4.125,,,,,,,,,,,,,,,,,,,"Josh Walker","23617",677020
"Ben Casparius","LAD",1.65304,1.12854,0.476657,4.55756,13.4039,0.651838,0,0.868002,0,20.8767,90.9767,19.4685,11.4911,10.5718,2.84059,9.89049,0.253229,0.866648,21.953,9.46403,4.26382,2.21961,1.22459,0.241304,0.108715,0.1325894072651863,0.24269,1.40631,0.300002,0.703953,,,4.37802,0.0281872,0.0552347,999,1.36199,0.771305,0.888528,1.36199,-0.771305,3.8153,84.1,4.004761904761905,81,3.857142857142857,,,,,,,,,,,,,,,,,,,"Ben Casparius","30085",676508
"Austin Krob","SDP",0.378754,0.470207,0.304777,4.4236,2.721,0.884147,0,0,0,6.35603,27.4326,6.38388,3.39571,3.12406,0.890025,2.24163,0,0.311029,5.06996,7.17896,3.17409,2.26174,1.26026,0.184815,0.081714,0.1031014546751976,0.256588,1.35706,0.290374,0.708695,,,4.59636,0.02529,0.0556838,999,0.945487,-0.452549,1.25601,0.945487,0.452549,3.32532,20.500000000000007,3.416666666666668,21,3.5,,,,,,,,,,,,,,,,,,,"Austin Krob","sa3020594",689474
"Colin Poche","WSN",3.71516,2.82691,0,3.88417,48.766,0,1.48638,14.8579,2.75625,47.461,197.044,40.0497,22.2641,20.483,6.95532,17.3881,1.29256,1.49445,44.6576,8.46838,3.2973,2.56828,1.31893,0.226638,0.0882449,0.1383928582072258,0.224795,1.21021,0.261516,0.737389,,,4.3833,0.0250426,0.26126,999,2.88319,0.373171,0.729481,2.88319,-0.373171,4.02736,258.70000000000005,5.504255319148937,245,5.212765957446808,,,,,,,,,,,,,,,,,,,"Colin Poche","19403",621363
"Jesse Chavez","TEX",1.84952,1.82824,0,4.05522,40.9728,0.142278,0.00215232,6.84005,1.6162,46.1047,196.666,44.9966,22.5803,20.7739,6.3806,15.6146,0.571229,1.89002,42.3626,8.26952,3.0481,2.71301,1.24554,0.215404,0.0793968,0.13600730150938034,0.251151,1.31464,0.296094,0.735915,,,4.26694,0.0240221,0.0744361,999,1.33334,-0.19043,0.728952,1.33334,0.19043,4.02806,207.60000000000002,4.51304347826087,210,4.565217391304348,,,,,,,,,,,,,,,,,,,"Jesse Chavez","5448",445926
"Ky Bush","CHW",0.618502,1.93465,0.558865,4.87465,5.96174,2.76236,0,0.0911341,0,17.0369,75.0678,16.619,10.0301,9.22765,2.45719,8.09273,0.351031,0.778728,13.7061,7.24046,4.27511,1.69363,1.29805,0.182583,0.107806,0.07477734237909317,0.251056,1.45048,0.283049,0.690199,,,4.99461,0.0234102,0.0263664,999,2.54195,-0.740787,1.01894,2.54195,0.740787,3.64142,58.000000000000014,3.4117647058823537,60,3.5294117647058822,,,,,,,,,,,,,,,,,,,"Ky Bush","29823",681066
"Keynan Middleton",,0.637938,0.500439,0,3.99588,11.9131,0,0.159282,0.721236,0.674648,12.4148,52.7456,10.8943,5.99131,5.51201,1.6673,5.14381,0.165457,0.580423,13.2119,9.57788,3.72896,2.56851,1.2087,0.250484,0.0975212,0.1529630720615387,0.231688,1.29185,0.287068,0.733134,,,4.1672,0.0232878,0.0256509,999,0.611508,0.114889,1.18552,0.611508,-0.114889,3.4193,47.600000000000016,3.966666666666668,46,3.8333333333333335,,,,,,,,,,,,,,,,,,,"Keynan Middleton","15264",641871
"Vince Velasquez","CLE",0.467475,0.436809,0.0272079,4.241,9.611,0.287444,0,0.829525,0,10.939,46.3966,10.2796,5.60291,5.15468,1.56269,4.03264,0,0.252003,11.1186,9.14783,3.31784,2.75716,1.2857,0.239643,0.0869167,0.1527264565229416,0.244102,1.30837,0.296185,0.718327,,,4.16582,0.0220932,-0.00849742,748.1500244140625,1.27162,-1.81944,1.19869,1.27162,1.81944,3.40175,44.80000000000001,4.072727272727274,43,3.909090909090909,,,,,,,,,,,,,,,,,,,"Vince Velasquez","11189",592826
"Andrew Alvarez","WSN",0.369687,0.551902,0.0677331,4.1389,7.307,0.367583,0,0.497203,0,8.30005,35.9034,8.3895,4.14892,3.81701,0.814041,2.95068,0.169083,0.410029,6.3807,6.91879,3.19951,2.16245,0.88269,0.177719,0.0821839,0.09553493559360504,0.2578,1.36628,0.298859,0.704989,,,4.11867,0.0220399,0.0180125,999,1.18982,-0.544284,1.24309,1.18982,0.544284,3.34255,29.100000000000005,3.6375000000000006,30,3.75,,,,,,,,,,,,,,,,,,,"Andrew Alvarez","sa3017531",674841
"Enoli Paredes","ATL",0.44831,0.16092,0,3.60371,17.6376,0,0.141353,3.20807,0,21.2252,89.9297,15.0912,9.23787,8.49884,1.8939,11.6095,0.342623,1.4637,19.6198,8.31928,4.92269,1.68999,0.803058,0.218168,0.129095,0.08907368779182434,0.196355,1.25797,0.238464,0.726127,,,4.3255,0.0215228,0.218259,999,1.82501,0.477831,1.19066,1.82501,-0.477831,3.41245,104.80000000000001,4.990476190476191,92,4.380952380952381,,,,,,,,,,,,,,,,,,,"Enoli Paredes","20447",660600
"Tyler Mattison","DET",0.65724,0.68384,0,4.2193,21.6119,0,0,1.25795,0,22.1467,95.2282,20.3289,11.2854,10.3826,2.70939,9.57038,0,0.882029,21.8688,8.88705,3.88922,2.28505,1.10104,0.229646,0.100499,0.12914640456438065,0.239796,1.35006,0.292695,0.713006,,,4.19786,0.0214757,0.0223832,999,1.63862,-1.7168,1.03308,1.63862,1.7168,3.62256,88.9,4.040909090909091,86,3.909090909090909,,,,,,,,,,,,,,,,,,,"Tyler Mattison","sa3018117",694331
"Emmet Sheehan","LAD",0.710137,0.089358,0.691785,4.77172,5.25923,1.64342,0.000710106,0,0,11.0838,45.8343,8.33734,6.38752,5.87652,2.08399,5.06043,0,0.18279,12.0908,9.81767,4.10906,2.38928,1.69219,0.263793,0.110407,0.1533857211470604,0.205398,1.20877,0.236723,0.668905,,,4.84822,0.021469,0.0569758,742.97998046875,1.9138,1.15585,1.17273,1.9138,-1.15585,3.43636,45.000000000000014,4.090909090909093,38,3.4545454545454546,,,,,,,,,,,,,,,,,,,"Emmet Sheehan","29839",686218
"Kyle Tyler","PHI",0.717675,1.09849,0.140568,4.69194,14.0566,0.929101,0,0.484352,0,19.0308,84.0778,19.9803,10.784,9.92124,2.36279,7.91717,0.233897,0.800796,15.4662,7.31427,3.74417,1.95351,1.11741,0.183952,0.0941648,0.08978668600320816,0.265132,1.46591,0.306227,0.695966,,,4.52942,0.0195119,-0.0472894,999,2.49665,-0.255379,0.986719,2.49665,0.255379,3.68437,67,3.526315789473684,72,3.789473684210526,,,,,,,,,,,,,,,,,,,"Kyle Tyler","22092",667725
"Brent Headrick","NYY",1.08729,0.701628,0,4.18775,14.2737,0,0.0733191,0.93123,0.31429,16.7187,70.178,15.4354,8.45577,7.77931,2.49376,5.34055,0.218756,0.750624,17.2368,9.2789,2.87492,3.22753,1.34244,0.245615,0.0761001,0.16951539367437363,0.240851,1.24267,0.291765,0.712779,,,4.13658,0.0195032,0.0880733,999,1.40698,-0.851163,1.10789,1.40698,0.851163,3.52281,82.20000000000002,4.835294117647059,79,4.647058823529412,,,,,,,,,,,,,,,,,,,"Brent Headrick","27702",687396
"Brett de Geus","PIT",0.565684,1.29478,0,4.8487,17.3547,0,0,1.27182,0,17.3088,77.2177,18.7651,10.1359,9.32503,1.38525,6.38975,0.246609,1.6941,11.9996,6.2394,3.32245,1.87795,0.72028,0.1554,0.0827499,0.07265027612447739,0.271432,1.4533,0.311753,0.646937,,,4.22146,0.0194741,-0.0855442,999,1.86182,-1.5517,1.03121,1.86182,1.5517,3.62506,68.10000000000002,4.005882352941178,76,4.470588235294118,,,,,,,,,,,,,,,,,,,"Brett de Geus","23592",676969
"Hayden Harris","ATL",0.94804,0.784974,0,4.096,13.2068,0,0,0.797267,0,13.6389,59.2792,12.7192,6.74697,6.20722,1.63025,6.32707,0,0.543659,14.4203,9.51563,4.17509,2.27915,1.07577,0.243261,0.106733,0.13652758300304413,0.242694,1.39647,0.304995,0.733677,,,4.11706,0.0194293,0.0429765,999,0.582782,-0.590855,1.10267,0.582782,0.590855,3.52978,56.20000000000003,4.014285714285717,55,3.9285714285714284,,,,,,,,,,,,,,,,,,,"Hayden Harris","sa3019913",802686
"Yerry De Los Santos","NYY",0.929476,1.05893,0,4.20267,23.1538,0,0,2.1528,1.12371,24.741,106.956,24.7965,12.5578,11.5531,2.871,9.08899,0.922718,1.07436,20.2466,7.36508,3.30629,2.22759,1.04438,0.189298,0.0849787,0.1043192520737648,0.256182,1.36961,0.297597,0.714112,,,4.27072,0.0189138,0.00193061,999,1.52779,-0.653914,0.990266,1.52779,0.653914,3.67965,101.1,4.044,104,4.16,,,,,,,,,,,,,,,,,,,"Yerry De Los Santos","21420",660787
"Luis Curvelo","TEX",1.21125,0.911721,0,4.51206,19.5758,0,0,2.04642,0,20.6267,88.2641,19.5772,11.2402,10.341,2.88523,7.47055,0.365728,1.19258,19.6444,8.57139,3.2596,2.62958,1.2589,0.222564,0.0846386,0.13792552053928375,0.245941,1.31129,0.292475,0.687031,,,4.34012,0.0172933,-0.0177957,999,1.63561,0.180209,0.995042,1.63561,-0.180209,3.67328,90.5,4.309523809523809,90,4.285714285714286,,,,,,,,,,,,,,,,,,,"Luis Curvelo","sa3008169",681168
"Jake Woodford","COL",0.318738,0.862849,0.183511,5.21156,10.0837,0.806257,0,0.736022,0,13.8737,61.4225,15.9276,8.73229,8.03371,2.021,4.43559,0.173904,0.686895,10.339,6.70703,2.87742,2.33092,1.31104,0.168326,0.0722145,0.0961117297410965,0.282906,1.46776,0.316491,0.663342,,,4.67743,0.0172807,-0.0109657,999,4.15719,-0.680475,1.07595,4.15719,0.680475,3.56541,46.4,3.314285714285714,53,3.7857142857142856,,,,,,,,,,,,,,,,,,,"Jake Woodford","18674",663765
"Trent Harris","SFG",0.110458,0.132144,0,4.24149,6.36522,0,0,0.591827,0,6.55752,28.1221,6.31587,3.35914,3.09041,0.771559,2.5754,0,0.148397,5.96147,8.18193,3.53466,2.31478,1.05894,0.211986,0.0915793,0.12040621787309647,0.248673,1.35589,0.297039,0.708241,,,4.12396,0.0170529,0.0668909,999,1.2022,-0.950425,1.27875,1.2022,0.950425,3.295,30.9,4.414285714285714,29,4.142857142857143,,,,,,,,,,,,,,,,,,,"Trent Harris","sa3022526",805345
"Tim Hill","NYY",2.80082,1.67443,0,4.16395,55.0628,0,0.386527,8.88055,1.17817,57.814,252.306,64.2522,29.0743,26.7483,4.85123,16.4568,1.26782,3.35796,31.0441,4.83269,2.56185,1.8864,0.755198,0.123042,0.0652255,0.05781622231006622,0.276364,1.39601,0.302148,0.698547,,,4.21159,0.016785,0.12398,999,2.33088,0.538675,0.606238,2.33088,-0.538675,4.19168,242.30000000000004,4.177586206896552,266,4.586206896551724,,,,,,,,,,,,,,,,,,,"Tim Hill","16814",657612
"Doug Nikhazy","CLE",1.12971,0.971402,0.663971,4.38428,19.532,0.907995,0,1.32151,0,25.9087,112.705,23.1841,13.7187,12.6212,3.04132,12.9109,0.47205,1.21554,24.9307,8.66026,4.48489,1.93099,1.05647,0.221203,0.114555,0.10664871335029602,0.235184,1.39316,0.285282,0.702835,,,4.40371,0.0167641,-0.0245017,999,1.63258,-0.0395045,0.899034,1.63258,0.0395045,3.80129,107.7,4.142307692307693,103,3.9615384615384617,,,,,,,,,,,,,,,,,,,"Doug Nikhazy","sa3018110",680951
"Ian Gibaut","CIN",0.676714,0.5695,0,4.34052,10.5548,0,0.184378,3.01863,0.527185,11.3352,49.5993,11.1128,5.94211,5.46674,1.44768,4.97392,0.186136,0.527143,10.7045,8.49922,3.94923,2.15212,1.14944,0.215819,0.100282,0.11553716659545898,0.252001,1.41918,0.302544,0.721525,,,4.39399,0.016615,0.013995,999,1.47514,-0.136377,1.14569,1.47514,0.136377,3.47241,56.50000000000001,5.136363636363637,58,5.2727272727272725,,,,,,,,,,,,,,,,,,,"Ian Gibaut","17871",664139
"Easton Lucas","TOR",0.883387,0.822268,0,4.46678,16.6434,0,0,1.6492,0,18.7982,81.3676,18.1542,10.141,9.32974,2.45773,7.61407,0.59806,0.896352,16.9723,8.1258,3.64538,2.22907,1.17669,0.208588,0.0935763,0.11501189321279526,0.249176,1.37078,0.293793,0.699913,,,4.41858,0.0165509,-0.0345853,999,1.942,-0.966353,1.0288,1.942,0.966353,3.62827,84.2,4.431578947368421,84,4.421052631578948,,,,,,,,,,,,,,,,,,,"Easton Lucas","26058",687922
"Ray Kerr","ATL",0.299358,0.384767,0,4.24291,6.33722,0.186708,0,0.607333,0.112816,8.76807,38.6308,8.37321,4.49301,4.13357,1.038,4.18008,0.173594,0.562481,9.9362,10.199,4.29065,2.37704,1.06546,0.257209,0.108206,0.14900314807891846,0.247083,1.4317,0.320118,0.726145,,,4.06169,0.0163227,0.0789037,999,1.21982,-1.26999,1.20681,1.21982,1.26999,3.39092,42.500000000000014,4.722222222222224,41,4.555555555555555,,,,,,,,,,,,,,,,,,,"Ray Kerr","23809",678061
"Dylan Dodd","ATL",1.34767,1.74162,0.455124,4.49172,27.3062,0.761295,0,2.77948,0,35.051,150.935,37.9778,19.0144,17.4932,4.73852,9.98215,0.569033,0.976365,28.5066,7.3196,2.5631,2.85576,1.2167,0.188867,0.0661355,0.1227315217256546,0.271316,1.36829,0.31143,0.70042,,,4.2353,0.0160371,0.011712,999,3.69117,-1.1257,0.7823,3.69117,1.1257,3.95693,135.7,3.877142857142857,147,4.2,,,,,,,,,,,,,,,,,,,"Dylan Dodd","29928",689266
"Drew Smith","NYM",0.623838,0.758899,0,4.21592,11.0126,0,0.202985,1.97834,0.246742,11.2986,48.4264,10.1816,5.75292,5.29269,1.63027,4.82775,0.170856,0.53798,11.8971,9.47668,3.84558,2.46431,1.2986,0.245673,0.0996927,0.14598073810338974,0.236448,1.32842,0.289549,0.727308,,,4.36101,0.015684,-0.027905,999,0.742766,-0.0993674,1.1764,0.742766,0.0993674,3.43147,44.80000000000001,4.072727272727274,43,3.909090909090909,,,,,,,,,,,,,,,,,,,"Drew Smith","17755",622098
"A.J. Blubaugh","HOU",0.64065,0.612889,0,4.15559,7.45753,0,0,0.633229,0,7.97058,33.8129,7.57095,4.0003,3.68027,1.05681,2.83114,0,0.216407,7.58654,8.56636,3.1968,2.67967,1.1933,0.224368,0.0837298,0.1406385749578476,0.246087,1.30506,0.294465,0.717484,,,4.13354,0.0149112,0.00666968,999,0.709083,-1.12979,1.2273,0.709083,1.12979,3.3636,37.10000000000001,4.637500000000001,38,4.75,,,,,,,,,,,,,,,,,,,"A.J. Blubaugh","sa3020112",805123
"Kyle Amendt","ARI",0.857391,0.719768,0,3.95803,9.12116,0,0,0.522865,0,9.4369,40.8811,8.49495,4.51105,4.15017,1.05934,4.67537,0,0.249385,10.098,9.63046,4.45892,2.15982,1.0103,0.247008,0.114365,0.13264299184083939,0.236257,1.39562,0.299835,0.740916,,,4.05129,0.0140502,-0.0208323,999,0.515071,-0.562956,1.17479,0.515071,0.562956,3.43361,42.500000000000014,4.722222222222224,41,4.555555555555555,,,,,,,,,,,,,,,,,,,"Kyle Amendt","sa3022904",694900
"Jordan Balazovic","DET",0.498628,0.499236,0,4.06559,5.02932,0,0,0.295273,0,5.32586,22.8701,5.10051,2.61506,2.40586,0.594698,2.1662,0,0.105141,4.92086,8.3156,3.6606,2.27165,1.00496,0.215166,0.0947177,0.12044782191514969,0.247612,1.36442,0.29873,0.722964,,,4.04961,0.0134696,-0.0469379,999,1.26335,-0.756186,1.26463,1.26335,0.756186,3.31383,15.7,3.1399999999999997,16,3.2,,,,,,,,,,,,,,,,,,,"Jordan Balazovic","21866",666364
"Noah Davis","BOS",0.0482638,0.369757,0,6.33893,2.19338,0.633067,0,0.229081,0,6.91144,32.6647,9.26399,5.2912,4.86791,1.05971,2.8579,0.103894,0.430494,5.30468,6.9077,3.72152,1.85615,1.37994,0.162398,0.0874919,0.07490620762109756,0.315356,1.75389,0.356524,0.642084,,,5.05205,0.0133436,-0.0518096,999,3.35315,0.439687,1.14423,3.35315,-0.439687,3.47437,17.1,2.442857142857143,23,3.2857142857142856,,,,,,,,,,,,,,,,,,,"Noah Davis","25862",663562
"Andrew Saalfrank","ARI",0.820898,0.44325,0,3.92897,12.8005,0,0,1.02914,0,13.4108,58.9041,12.7986,6.36359,5.85451,1.10139,6.6965,1.33437,0.383624,12.2048,8.19063,4.49403,1.82256,0.739145,0.207197,0.113685,0.09351231902837753,0.246963,1.45369,0.303683,0.731432,,,3.99782,0.0131423,0.0937385,999,1.16962,-0.736755,1.12385,1.16962,0.736755,3.50154,57.10000000000001,4.392307692307693,59,4.538461538461538,,,,,,,,,,,,,,,,,,,"Andrew Saalfrank","26203",685314
"Anthony Misiewicz","MIN",1.00721,0.742616,0,4.30404,16.1901,0,0,0.664296,0.811379,16.9187,72.8805,17.1025,8.79452,8.09096,2.18627,6.06686,0.20838,0.477697,15.5601,8.27728,3.2273,2.56477,1.163,0.213501,0.0832439,0.13025735318660736,0.257817,1.36946,0.306985,0.714862,,,4.16745,0.0118379,-0.0302504,999,1.36495,-0.530474,1.05785,1.36495,0.530474,3.58953,75.00000000000001,4.411764705882354,77,4.529411764705882,,,,,,,,,,,,,,,,,,,"Anthony Misiewicz","18152",664948
"Cole Waites","SFG",0.40249,0.37942,0,4.31856,10.0606,0,0,0.908859,0,10.3175,44.9255,9.67411,5.38126,4.95076,1.21045,4.74927,0,0.478142,10.1939,8.89213,4.1428,2.14641,1.05588,0.226906,0.105714,0.12119150161743164,0.243692,1.39795,0.299135,0.710369,,,4.23557,0.011581,0.0213757,999,1.14273,-1.5044,1.18616,1.14273,1.5044,3.41846,44.7,4.470000000000001,46,4.6,,,,,,,,,,,,,,,,,,,"Cole Waites","25665",686972
"Austin Davis","SDP",1.04082,1.0394,0,4.37833,13.8525,0.0524065,0,0.621716,0.042508,14.4483,64.0139,12.6513,7.64003,7.02883,1.55578,7.87292,0.257055,1.44499,14.6609,9.13242,4.90412,1.86219,0.969114,0.229027,0.122988,0.10603930056095123,0.231303,1.42053,0.288352,0.702285,,,4.47162,0.0104409,-0.072705,999,1.52975,-1.1528,1.05684,1.52975,1.1528,3.59088,52.20000000000003,3.728571428571431,51,3.642857142857143,,,,,,,,,,,,,,,,,,,"Austin Davis","17117",656354
"Justin Hagenman","NYM",0.577407,0.653191,0,4.34286,11.9166,0,0,1.09285,0,12.4203,52.7299,11.9821,6.51446,5.9933,1.75623,3.97825,0.263511,0.626391,11.5176,8.34587,2.88271,2.89514,1.2726,0.218427,0.0754458,0.142980694770813,0.248977,1.28502,0.293413,0.699611,,,4.26224,0.010236,-0.0768861,999,1.59138,-1.64265,1.17856,1.59138,1.64265,3.42859,46.000000000000014,3.8333333333333344,47,3.9166666666666665,,,,,,,,,,,,,,,,,,,"Justin Hagenman","sa3008022",663795
"Nick Hernandez","HOU",2.345,1.95664,0,4.42192,37.5979,0,0,2.91954,1.09584,42.9704,185.179,38.7654,22.9483,21.1124,6.26557,18.1585,0.552538,3.21126,44.6592,9.35372,3.80323,2.45942,1.3123,0.241168,0.098059,0.14310883730649948,0.236649,1.32472,0.287903,0.70559,,,4.47536,0.00979812,-0.121417,999,1.1989,-2.87398,0.590859,1.1989,2.87398,4.21219,181.99999999999997,4.232558139534883,176,4.093023255813954,,,,,,,,,,,,,,,,,,,"Nick Hernandez","19281",663321
"Camden Minacci","LAA",0,0.180471,0,4.28364,5.0149,0,0,0.618501,0,5.19156,22.5693,5.05447,2.68584,2.47098,0.665585,2.15233,0,0.255091,5.03235,8.724,3.73125,2.33809,1.15385,0.222973,0.0953654,0.12760744988918304,0.250694,1.38818,0.303436,0.720474,,,4.28564,0.00963628,-0.0381256,999,0.55766,0.572056,1.29859,0.55766,-0.572056,3.26855,19.700000000000003,3.9400000000000004,20,4,,,,,,,,,,,,,,,,,,,"Camden Minacci","sa3022728",695229
"Nate Lavender","TBR",0.758942,0.884758,0,4.07738,13.8162,0,0,1.0973,0,14.4467,62.8072,12.6009,7.11408,6.54495,1.69375,7.24785,0,0.918562,15.226,9.4855,4.51527,2.10076,1.05517,0.242425,0.115399,0.12702618539333344,0.230613,1.37393,0.289153,0.728632,,,4.27857,0.00932895,0.029926,999,1.83216,-2.56345,1.11732,1.83216,2.56345,3.51023,55.20000000000003,3.9428571428571453,54,3.857142857142857,,,,,,,,,,,,,,,,,,,"Nate Lavender","sa3017917",681320
"Matt Barnes",,0.811467,1.89939,0,4.6531,25.7189,0,0.102123,2.15256,0.790166,26.42,115.427,26.3603,14.8472,13.6594,3.4019,10.9368,0.457009,1.24755,22.6942,7.73081,3.72564,2.07503,1.15886,0.196611,0.094751,0.1018601506948471,0.255324,1.4117,0.297595,0.690035,,,4.50598,0.00918213,-0.149598,999,1.10286,-0.863444,0.891677,1.10286,0.863444,3.8111,105.9,4.073076923076924,109,4.1923076923076925,,,,,,,,,,,,,,,,,,,"Matt Barnes","12863",598264
"Alan Rangel","PHI",1.55271,1.81534,0,4.77832,20.3921,0,0,1.65117,0,24.0068,103.138,23.8336,13.8541,12.7458,3.58512,8.48672,0.501021,0.957466,22.5111,8.43927,3.18162,2.65251,1.34404,0.218263,0.0822854,0.13597726076841354,0.254379,1.3463,0.299546,0.676389,,,4.41267,0.00832631,-0.137203,999,1.73142,0.471741,0.872323,1.73142,-0.471741,3.8369,93.00000000000003,3.8750000000000013,95,3.9583333333333335,,,,,,,,,,,,,,,,,,,"Alan Rangel","sa877578",660604
"Michael Kelly","ATH",1.26612,0.859714,0,4.03284,16.5459,0,0,2.40117,0,18.7774,80.805,17.466,9.14567,8.41402,2.19233,7.6002,0.408617,1.09662,16.7269,8.01718,3.64278,2.20084,1.05078,0.207003,0.0940561,0.11294662207365036,0.242219,1.33491,0.287158,0.723761,,,4.29215,0.00818979,0.0923267,999,1.55767,-0.992875,1.05761,1.55767,0.992875,3.58986,86.8,4.568421052631579,84,4.421052631578948,,,,,,,,,,,,,,,,,,,"Michael Kelly","12791",547184
"Tejay Antone","CIN",0.134248,0.421633,0,4.62738,8.52428,0,0.0727902,1.08776,0,8.47408,36.9327,8.26815,4.73584,4.35698,1.16134,3.68893,0.132821,0.315996,8.15663,8.66285,3.91787,2.21111,1.23342,0.220852,0.0998826,0.12096889317035675,0.2511,1.41102,0.301011,0.698974,,,4.44083,0.00804687,-0.0508808,999,1.10403,-0.307472,1.22227,1.10403,0.307472,3.37031,34.10000000000001,4.262500000000001,35,4.375,,,,,,,,,,,,,,,,,,,"Tejay Antone","16233",622088
"James Karinchak","CHW",1.30123,1.9581,0,4.06354,26.1594,0,0.994846,4.94794,0.998602,27.0008,116.88,21.4521,13.2511,12.191,3.61377,15.4879,0.388039,1.36719,33.2928,11.0973,5.16249,2.1496,1.20456,0.284847,0.132512,0.15233540534973145,0.214468,1.36811,0.282619,0.743049,,,4.31307,0.00735425,0.109389,704.760009765625,1.18006,-1.66732,0.908412,1.18006,1.66732,3.78878,139.00000000000003,5.148148148148149,126,4.666666666666667,,,,,,,,,,,,,,,,,,,"James Karinchak","20151",675916
"Sammy Peralta",,0.204756,0.0314679,0,4.5226,3.97153,0,0,0.317598,0,5.53988,24.0391,5.41749,3.02592,2.78385,0.587321,2.31113,0.0785981,0.189486,4.80611,7.80794,3.75462,2.07955,0.954153,0.199929,0.0961402,0.10378843545913696,0.251526,1.39509,0.299173,0.680922,,,4.16376,0.0073109,0.012826,999,1.27703,-2.13657,1.27111,1.27703,2.13657,3.30519,23.10000000000001,3.8500000000000014,21,3.5,,,,,,,,,,,,,,,,,,,"Sammy Peralta","25589",671111
"Carlos Carrasco","NYY",0.680825,0.864507,0.473278,4.72759,7.97623,1.09455,0,0.253339,0,12.7922,55.5542,13.5507,7.30388,6.71957,2.0456,4.15845,0.0874213,0.619834,11.104,7.81224,2.9257,2.67021,1.4392,0.199876,0.074854,0.12502215057611465,0.266872,1.38437,0.305771,0.700912,,,4.62986,0.00729106,0.0306307,999,3.05157,-0.188584,1.11219,3.05157,0.188584,3.51708,42.199999999999996,3.2461538461538457,46,3.5384615384615383,,,,,,,,,,,,,,,,,,,"Carlos Carrasco","6632",471911
"Francis Pena","SDP",1.20113,1.38485,0,4.26163,17.2887,0,0,0.967382,0,18.0647,77.7442,17.7882,9.29772,8.5539,2.18614,6.62577,0,0.761887,15.0235,7.48483,3.30102,2.26743,1.08916,0.193243,0.0852253,0.10801724344491959,0.252829,1.35147,0.293565,0.707909,,,4.30327,0.00691877,0.0384765,999,0.997281,-0.0105664,1.04757,0.997281,0.0105664,3.60324,71.80000000000003,3.9888888888888903,74,4.111111111111111,,,,,,,,,,,,,,,,,,,"Francis Pena","sa3019374",800212
"Zach Maxwell","CIN",1.43724,1.66512,0,4.61349,23.9352,0,0,1.32311,0,25.0656,111.187,23.3393,13.9662,12.8489,3.53541,13.9187,0,0.988025,27.2648,9.78964,4.99761,1.95887,1.26942,0.245216,0.125183,0.1200333684682846,0.24241,1.48642,0.302442,0.720921,,,4.60873,0.00691109,-0.00321084,999,0.780502,0.0852406,0.788747,0.780502,-0.0852406,3.94834,89.00000000000001,3.5600000000000005,86,3.44,,,,,,,,,,,,,,,,,,,"Zach Maxwell","sa3020255",687209
"Nick Frasso","LAD",0.514111,0.461379,0,4.24479,13.6571,0,0,0.889734,0,14.0198,59.8673,13.3798,7.18733,6.61234,1.94265,4.95462,0,0.735287,13.205,8.47693,3.18061,2.66519,1.24708,0.220571,0.0827599,0.13781068474054337,0.246963,1.30775,0.293037,0.713884,,,4.3016,0.00564415,0.029926,999,1.46033,-1.78122,1.16339,1.46033,1.78122,3.44881,57.20000000000003,4.085714285714288,56,4,,,,,,,,,,,,,,,,,,,"Nick Frasso","sa3014492",693308
"Jack Dreyer","LAD",0.83833,0.814553,0,4.20045,16.0503,0,0,1.09027,0,16.194,69.14,15.0541,8.21524,7.55802,2.26053,6.56947,0,0.391799,15.9054,8.83957,3.65105,2.4211,1.25632,0.230046,0.0950169,0.13502881675958633,0.24211,1.33528,0.290679,0.726392,,,4.30641,0.00557156,0.0342012,999,0.563357,-0.450766,1.09857,0.563357,0.450766,3.53524,69.80000000000001,4.362500000000001,69,4.3125,,,,,,,,,,,,,,,,,,,"Jack Dreyer","sa3018789",676263
