"","Name","Team","PlayerId","AB","AVG","OPS","R","HR","RBI","RC","wAVG","wOPS","pr"
"150","Trevor Story","BOS","12564",460.352,0.238199,0.725848,0.0825099439427603,0.0993975321171872,0.129039132775951,-0.310195217492496,-0.154137393837792,-0.074571210698525,-0.227957213192914
"145","Byron Buxton","MIN","14161",396.8,0.232998,0.793308,0.0916627916026359,0.919255774211909,0.0411671954768092,-0.242992217296246,-0.773993833101836,-0.306052185108105,-0.270952474214834
"153","Jarred Kelenic","ATL","22558",455.359,0.241849,0.737528,0.100324172395115,-0.0740582566119229,0.0836093241198374,-0.206321227309241,-0.137102735750331,-0.0543124444299234,-0.287861167586467
"149","Francisco Alvarez","NYM","26121",416.941,0.228324,0.755445,-0.40381097625443,0.834457792119771,0.256479335086486,-0.276683943005516,-0.675114240417251,-0.303764040930842,-0.568436073401782
"158","Kris Bryant","COL","15429",429.605,0.264759,0.782818,-0.100824543485756,-0.178995595342757,-0.322470452439636,0.0832726148365303,-0.00688612241206065,-0.0487825922434418,-0.574686691087121
"164","Sal Frelick","MIL","29622",491.586,0.266666,0.720968,0.240467395124154,-1.20971841547969,-0.379048575658862,-0.0186372235659386,0.618220621945968,0.167804521951339,-0.580911675683032
"166","Andrew Benintendi","CHW","17901",512.699,0.267018,0.711069,0.17999384258174,-1.26598651757734,-0.651627427595541,0.0380691069012499,0.827601934283709,0.289117826627347,-0.582831234778833
"161","Orlando Arcia","ATL","13185",459.835,0.251134,0.719004,-0.145478644861133,-0.13229696981222,-0.0447527908804497,-0.27835609932249,0.0557565997448521,-0.116684950377143,-0.661812855508583
"163","Jackson Chourio","MIL","sa3015704",474.709,0.25311,0.709911,-0.172075675332029,-0.322557436831768,-0.00914533594354603,-0.391040344130521,0.224159651386519,-0.040429916687739,-0.711089057539083
"160","Hunter Renfroe","KCR","15464",434.818,0.244146,0.74397,-0.40470139857889,0.280848671689169,0.0420151275186184,-0.286673035890521,-0.280124977437971,-0.201951514353585,-0.85058712705318
"165","Javier Báez","DET","12979",502.224,0.24149,0.672347,-0.135209878314108,-0.456246529825147,-0.0475925095976488,-0.497172289779079,0.264823748152728,-0.032447343322913,-0.903844802686169
"162","Logan O'Hoppe","LAA","24729",396.657,0.252945,0.792031,-0.554708650434744,0.486850395951088,-0.00194644981677874,-0.165049751460806,-0.490085768812585,-0.313464635880489,-1.03840486045432
"168","Keibert Ruiz","WSN","19610",458.607,0.262905,0.732759,-0.640952412718198,-0.340084191142498,-0.126279464913705,-0.198764396515616,0.239167213932078,-0.0518208699809254,-1.11873412133886
"159","Giancarlo Stanton","NYY","4949",385.254,0.226561,0.770949,-0.678246075008911,1.03897597837636,0.330960775107933,-0.419502228391604,-0.960294569859277,-0.518552476600965,-1.20665859637646
"167","Jonah Heim","TEX","16930",434.913,0.247729,0.73389,-0.554292349088243,-0.0302085491978125,0.161801178176582,-0.351180214816819,-0.223136978929633,-0.253520969083971,-1.2505378829399
"171","Noelvi Marte","CIN","26517",439.104,0.266278,0.749791,-0.206611341202173,-0.546453517742019,-0.367257198540552,-0.215054757722936,0.107773462966593,-0.133267740544217,-1.3608710927853
"172","Colt Keith","DET","sa3014474",441.324,0.256597,0.743207,-0.458658678655934,-0.434741793075353,-0.156457878455402,-0.209424709554427,-0.0248808468604327,-0.148106907230617,-1.43227081383217
"178","Maikel Garcia","KCR","22715",490.25,0.268143,0.701996,0.111275210593348,-1.42282011631932,-0.604581426322825,-0.258920257607456,0.631475293968364,0.0450846307064563,-1.49848666498143
"170","Wilmer Flores","SFG","5827",410.957,0.256073,0.766825,-0.542578091754757,-0.0259811223153743,-0.197653717721543,-0.186497299280422,-0.313423808206893,-0.301897605930594,-1.56803164520958
"174","Mark Canha","DET","11445",438.484,0.256113,0.749333,-0.261539991087719,-0.771097931982392,-0.35975669900294,0.00198919503351111,-0.0587878729412201,-0.141226847294931,-1.59042014727569
"169","Joc Pederson","ARI","11899",375.891,0.25338,0.80694,-0.420942933055574,0.102771596430189,-0.0943539699167372,-0.120501723993432,-0.673470180198844,-0.443106140071306,-1.6496033508057
"185","Tim Anderson","MIA","15172",507.199,0.276197,0.683889,0.0774738540427272,-1.45171891151691,-0.962903849225515,-0.369700434182242,0.942442985626107,0.077536717934204,-1.68686963732163
"173","Ryan Noda","OAK","23312",430.107,0.217997,0.729778,-0.121766814000014,0.00154966704013174,-0.436508775834332,-0.193877737740035,-0.726845321116098,-0.316836415467633,-1.79428539711798
"181","Brandon Marsh","PHI","20202",427.101,0.254678,0.752281,-0.316578498273036,-0.612884511608905,-0.447304259614946,-0.192821007785382,-0.185925444923168,-0.228154191537845,-1.98366791374328
"179","Tommy Pham","","2967",424.673,0.247903,0.733543,-0.122720837919079,-0.458846003498199,-0.418861545890375,-0.368790069308387,-0.311884458223858,-0.345133074888225,-2.02623598972812
"175","Seth Brown","OAK","18171",416.015,0.230534,0.731638,-0.723865764229643,0.282279695074839,0.00116073739682995,-0.537381904469797,-0.649603115922844,-0.430541521374413,-2.05795187352503
"176","Matt Wallner","MIN","26466",393.655,0.231624,0.764407,-0.367049254573135,0.0309184680836539,-0.197317959396263,-0.268680203628904,-0.819889478208953,-0.471906462519153,-2.09392489024275
"189","Gabriel Moreno","ARI","22664",422.079,0.285664,0.761277,-0.658257828413718,-1.0249864250446,-0.327518208956982,-0.170821701097119,0.239264583340115,-0.227926219215774,-2.17024579938808
"182","Mike Yastrzemski","SFG","14854",411.196,0.229285,0.73943,-0.251600796440008,-0.0891693384184025,-0.393742270504168,-0.375503796645865,-0.70814203662131,-0.434388078383204,-2.25254631701296
"190","Charlie Blackmon","COL","7859",418.192,0.272309,0.761241,-0.263187850584285,-0.96762076739611,-0.614642794443082,-0.172035642331153,-0.00199786611358875,-0.263485218255789,-2.28297013912401
"183","LaMonte Wade Jr.","SFG","18126",402.747,0.242326,0.760313,-0.331137481474279,-0.201865712203649,-0.592528271527179,-0.183621961531009,-0.588688071426172,-0.408525653491581,-2.30636715165387
"186","Michael Conforto","SFG","16376",408.88,0.24719,0.74535,-0.434796516753024,-0.375032670524642,-0.337733229192197,-0.280270084014858,-0.463469208373386,-0.425922588839227,-2.31722429769733
"180","Jose Siri","TBR","17452",423.004,0.22197,0.692257,-0.186964230432584,0.309285338233769,-0.285189896695405,-0.87580784140831,-0.722082930654557,-0.568573144006156,-2.32933270496324
"177","Nelson Velázquez","KCR","23359",372.433,0.235815,0.783244,-0.696418785176308,0.768512558484718,-0.371832617074876,-0.540274441599789,-0.940772683139178,-0.581982678147905,-2.36276864665334
"184","Jesús Sánchez","MIA","19913",405.284,0.246763,0.75264,-0.687398922668787,-0.0577655958631473,-0.291011604606617,-0.402652591308714,-0.501736032730509,-0.422643736117129,-2.3632084832949
"191","Leody Taveras","TEX","18900",443.009,0.255285,0.711135,-0.268565076309923,-0.737173487683571,-0.522531196934896,-0.529286592702441,-0.0302450002346525,-0.303008280391392,-2.39080963425688
"194","DJ LeMahieu","NYY","9874",448.446,0.253449,0.709867,-0.170104025899295,-0.891356410998336,-0.833397879591647,-0.319652150565702,-0.00989859919128621,-0.263579427157892,-2.48798849340416
"187","Mitch Haniger","SEA","14274",406.898,0.233111,0.721376,-0.591181273958747,0.130630602158555,-0.236931750960237,-0.601672554636207,-0.687554668651518,-0.560216192829553,-2.54692583887771
"197","Alek Thomas","ARI","23792",442.165,0.258867,0.711011,-0.265888027373396,-0.982863135751734,-0.560671066359081,-0.506363433316396,0.0190636036602814,-0.310839819594924,-2.60756187873525
"188","Shea Langeliers","OAK","25816",419.005,0.221376,0.709961,-0.84463362845695,0.412319022002014,-0.288758040253889,-0.682299517500622,-0.763037761543706,-0.512980677499667,-2.67939060325282
"198","Brendan Donovan","STL","24679",406.206,0.274873,0.763946,-0.173047045140531,-1.05941763542312,-0.852365379560434,-0.166424133333414,-0.0820802032310029,-0.359438001086615,-2.69277239777511
"192","Wyatt Langford","TEX","sa3022654",380.731,0.257904,0.782952,-0.574112918752207,-0.253658255840974,-0.484004351813778,-0.352584822287182,-0.567212329048591,-0.505605110307715,-2.73717778805045
"196","Parker Meadows","DET","23800",457.146,0.229981,0.681111,-0.168704790818,-0.604744745561975,-0.717310861330836,-0.590640240527781,-0.317030770095692,-0.346911387138333,-2.74534279547262
"199","Luis García Jr.","WSN","20391",434.555,0.273266,0.722174,-0.561820465104136,-0.991895650332844,-0.60805851677615,-0.507592050562326,0.173549704530316,-0.317533498095607,-2.81335047634075
"201","Jackson Holliday","BAL","sa3020241",427.14,0.259201,0.732875,-0.131763828279183,-1.18473064658111,-0.795639295045322,-0.302240193879035,-0.115950652989264,-0.326908190901883,-2.8572328076758
"195","Carlos Santana","MIN","2396",421.576,0.228657,0.702607,-0.529429907561101,-0.396471763999864,-0.240465749604287,-0.533651091146098,-0.631920966609991,-0.528224186124344,-2.86016366504569
"202","Nolan Schanuel","LAA","33189",407.797,0.266141,0.756105,-0.0605011325066193,-1.15810836014568,-0.998363342866533,-0.143622288559833,-0.194635944834548,-0.383136098885522,-2.93836716779873
"193","Mitch Garver","SEA","15161",363.333,0.236199,0.772398,-0.731948948707538,0.254197502212928,-0.323841939836119,-0.470872407792802,-1.01307205535722,-0.714315173575311,-2.99985302305606
"200","Luis Campusano","SDP","22217",406.041,0.261438,0.725971,-0.794336331051226,-0.547950184402262,-0.365498735447136,-0.579594786459966,-0.280288158303379,-0.545300531624178,-3.11296872728815
"205","Starling Marte","NYM","9241",428.225,0.261366,0.712195,-0.265772388110479,-0.929311352355879,-0.840801635205026,-0.601572894684789,-0.0724087942213405,-0.423280347459517,-3.13314741203703
"203","Brenton Doyle","COL","25479",445.795,0.233024,0.66547,-0.395583242697889,-0.472184716891234,-0.602305098693808,-0.892890384204954,-0.362216517558103,-0.522713037051824,-3.24789299709781
"211","Gavin Lux","LAD","19955",396.34,0.262301,0.742717,-0.358676971937948,-1.00942503037456,-0.757721367564966,-0.488481824263572,-0.359353788402676,-0.550149135426533,-3.52380811797025
"204","Rowdy Tellez","PIT","15679",371.092,0.237445,0.747487,-1.11295141020312,0.0623222106389091,-0.200999919336199,-0.634576580863463,-0.930371269305187,-0.753187176155602,-3.56976414522466
"206","Bo Naylor","CLE","21865",380.932,0.230436,0.74046,-0.676476794286281,-0.252279747074962,-0.436730717778161,-0.56828494284704,-0.942388522880406,-0.69725116237215,-3.573411887239
"209","Michael Massey","KCR","27684",407.066,0.247798,0.70974,-0.852155962509696,-0.51646766991752,-0.438813557558712,-0.73324113756616,-0.470708762076475,-0.615398566625423,-3.62678565625399
"207","Elehuris Montero","COL","20543",361.528,0.253095,0.759608,-0.789693414645111,-0.15027009839004,-0.413352833028153,-0.690111917443784,-0.808323020769518,-0.786268234607942,-3.63801951888455
"216","Masyn Winn","STL","27479",439.904,0.244258,0.673729,-0.309160239556915,-1.04135129339541,-0.7690517883384,-0.761259288574292,-0.233604670902984,-0.526145822623761,-3.64057310339176
"208","Henry Davis","PIT","29617",388.275,0.243139,0.743572,-0.683415150061298,-0.484302465377229,-0.646602434354486,-0.505287447090317,-0.703683842964455,-0.617797007847664,-3.64108834769545
"210","Andrew McCutchen","PIT","9847",392.261,0.241673,0.733585,-0.548897777473168,-0.660541528948193,-0.675005312345549,-0.479210947068369,-0.689482764155053,-0.629198702817728,-3.68233703280806
"212","Elias Díaz","COL","11680",406.818,0.254954,0.713712,-1.0214402794938,-0.615602143176187,-0.425280789804204,-0.675068036534236,-0.36802014133656,-0.598183438034789,-3.70359482837978
"215","Ramón Laureano","CLE","17128",404.15,0.232278,0.706393,-0.521288903451749,-0.522467465213403,-0.734542661482497,-0.718788105046713,-0.722769176952618,-0.656315716075376,-3.87617202822236
"214","J.D. Davis","SFG","16219",383.466,0.247611,0.73803,-0.803072877364601,-0.511741354148334,-0.650523408695468,-0.541712683814532,-0.684023292128622,-0.68595861857765,-3.87703223472921
"213","Ryan O'Hearn","BAL","16442",363.758,0.259587,0.749218,-0.977480013695929,-0.310374045071201,-0.363876852011461,-0.769766943072791,-0.702889185586273,-0.811202847803397,-3.93558988724105
"219","Jordan Westburg","BAL","27815",388.504,0.252804,0.733014,-0.721096203882783,-0.676637259873253,-0.676871901001344,-0.64314807284351,-0.566372099963357,-0.664802848180091,-3.94892838574434
"217","Wilyer Abreu","BOS","23772",377.947,0.242122,0.738241,-0.568180624564568,-0.592009950295002,-0.62419198884681,-0.62413602028084,-0.808021975608733,-0.733704461820154,-3.95024502141611
"222","Anthony Rendon","LAA","12861",369.905,0.254867,0.758286,-0.748895882688015,-0.826750300164552,-0.552521813447199,-0.429041446523713,-0.708304091590745,-0.716035648006957,-3.98154918242118
"227","Esteury Ruiz","OAK","21780",450.673,0.247579,0.674696,-0.253508844278137,-1.28256407013776,-1.19902162336441,-0.768937785229742,-0.0848869676992231,-0.434189462675982,-4.02310875338525
"223","Alex Kirilloff","MIN","20325",359.227,0.264889,0.767032,-0.932270843858552,-0.554632669753693,-0.6090430284757,-0.587942446471307,-0.676640517935455,-0.775280092505881,-4.13580959900059
"225","Tyler Stephenson","CIN","17988",377.048,0.256817,0.734514,-0.828010484412639,-0.767356265331787,-0.624704162563339,-0.641335448434988,-0.616208770870753,-0.758440804874576,-4.23605593648808
"221","Davis Schneider","TOR","23565",347.613,0.232753,0.770415,-0.787426885091939,-0.146580946359092,-0.661005897427093,-0.60113948547378,-1.19003438756801,-0.867728402469284,-4.25391600438919
"224","Chris Taylor","LAD","13757",374.431,0.231489,0.720258,-0.573476902806163,-0.502748225531967,-0.57069259874583,-0.791799862846289,-0.982162923027242,-0.845243180520266,-4.26612369347776
"218","Adam Duvall","","10950",349.254,0.221866,0.729089,-0.96607798237232,0.28392077693914,-0.292292038897939,-1.01189047237639,-1.31328587657233,-1.02517807892453,-4.32480367220436
"220","Joey Gallo","WSN","14128",345.923,0.187477,0.726237,-0.83364789847984,0.544012559448404,-0.53390714426091,-0.86679348679061,-1.76858032416165,-1.06601005293821,-4.52492634718281
"229","JJ Bleday","OAK","26368",398.185,0.213046,0.692942,-0.753509889278401,-0.401119307839564,-0.845274618996045,-0.751077162673942,-1.04864416144418,-0.770730737391083,-4.57035587762321
"228","Luke Raley","SEA","19354",359.188,0.232148,0.728241,-0.7832349618112,-0.181385010537178,-0.714727229471902,-0.858734906734074,-1.10078403412513,-0.942224752912286,-4.58109089559177
"233","Willi Castro","MIN","17338",393.261,0.247167,0.702751,-0.366962525125947,-0.986499773163024,-1.11050662351007,-0.851088151217663,-0.602919077087465,-0.765404898705216,-4.68338104880938
"226","Danny Jansen","TOR","16535",317.524,0.236374,0.779392,-1.05171463852546,0.123449227920376,-0.418007923029493,-0.841833860807618,-1.40096378640192,-1.11080245590541,-4.69987343674952
"235","Whit Merrifield","PHI","11281",406.815,0.260707,0.681533,-0.580496206065222,-1.33086570443334,-0.884541270596594,-0.946476881342688,-0.283712465884782,-0.754724707286554,-4.78081723560918
"237","Amed Rosario","TBR","15518",393.904,0.273021,0.70714,-0.638876687948839,-1.37665976564027,-0.955118808734276,-0.860405178762407,-0.230217695034,-0.739332142476357,-4.80061027859615
"232","Brett Baty","NYM","26123",388.89,0.237978,0.689458,-0.865101777993248,-0.667854189735516,-0.761574052077078,-0.899022339515062,-0.770618919111907,-0.863937704980366,-4.82810898341318
"231","Jake Fraley","CIN","19260",335.793,0.251789,0.767712,-0.883060555524249,-0.531736295582972,-0.628932441134238,-0.766235810853168,-1.05883245998043,-0.987455899868771,-4.85625346294383
"230","Ryan Jeffers","MIN","24618",338.644,0.240252,0.762539,-1.00626262623596,-0.142025303103794,-0.808568835978141,-0.767528522917375,-1.17374935545202,-0.982231798234242,-4.88036644192153
"236","Marco Luciano","SFG","25616",403.895,0.224451,0.667111,-0.870334454640239,-0.713318721704099,-0.869090696814639,-0.94632709096095,-0.838818694801984,-0.848161965455293,-5.0860516243772
"240","Jurickson Profar","SDP","10815",399.479,0.237113,0.688185,-0.72711522751761,-1.09599669374563,-1.06309071899764,-0.778375792515178,-0.69226565058399,-0.782730499198301,-5.13957458255835
"238","Will Benson","CIN","21853",348.658,0.228714,0.741309,-0.4740907382922,-0.665609189745153,-1.07637309071296,-0.779379647169223,-1.23201460635123,-0.979433406668468,-5.20690067893923
"239","Mark Vientos","NYM","22184",355.883,0.234318,0.709345,-1.25075871982124,-0.275517466273457,-0.700488800152398,-1.03256430697351,-1.10060325043741,-1.05140278984811,-5.41133533350613
"242","Harrison Bader","NYM","18030",379.057,0.244328,0.686311,-0.75828579083687,-0.881982551389451,-0.966995548138674,-1.07802346351302,-0.76820553880515,-0.959255447280733,-5.4127483399639
"245","Brice Turang","MIL","22186",408.967,0.242078,0.668069,-0.759696589844457,-1.27322959649361,-1.09980788365369,-0.955421365547034,-0.538029278305554,-0.803023302427459,-5.42920801627181
"234","Patrick Wisdom","CHC","13602",312.251,0.210496,0.742387,-1.07183587027301,0.349248963793216,-0.606339889416242,-1.14718403065362,-1.7370509046601,-1.29808924337274,-5.51125097458249
"243","Michael Busch","CHC","26319",348.562,0.236448,0.722693,-0.972438141832751,-0.627693634352353,-0.871116628404464,-0.915219372235338,-1.13566493813399,-1.05786515342138,-5.57999786838027
"241","C.J. Cron","","12546",324.622,0.241318,0.742898,-1.18108028195064,-0.290274074397248,-0.657858874479976,-1.01208490706119,-1.28267304316334,-1.18630060235153,-5.61027178340392
"244","Mickey Moniak","LAA","19956",356.129,0.236902,0.703571,-1.14527258418841,-0.387334220179439,-0.945131421261963,-1.175620155974,-1.06536591122172,-1.07390159595708,-5.79262588878261
"246","Kyle Manzardo","CLE","sa3017342",351.622,0.230524,0.717888,-1.25170696177716,-0.618923692869531,-0.832629619016854,-0.90948698564537,-1.18465295654623,-1.05162531973284,-5.84902553558798
"248","Matt Vierling","DET","21558",373.498,0.257614,0.708296,-0.897573283020324,-1.24836129835475,-1.30521230725807,-0.905406809348432,-0.63833472374042,-0.906694777355238,-5.90158319907723
"251","Geraldo Perdomo","ARI","22799",386.285,0.240257,0.676851,-0.458311760867183,-1.59070672963374,-1.34640814652421,-0.923680929953995,-0.761235161731369,-0.943636044288978,-6.02397877299947
"247","Sean Bouchard","COL","21270",301.397,0.254452,0.794105,-0.963510790735563,-0.655710183939692,-1.0659588918102,-0.849979459411251,-1.34198797273436,-1.20806267438683,-6.0852099730179
"250","Liover Peguero","PIT","24273",377.148,0.243871,0.673672,-1.10538860240836,-0.970207112414248,-1.15928832459991,-1.17645765454633,-0.791223572584761,-1.03191176128792,-6.23447702784153
"252","Eddie Rosario","","12155",338.421,0.244349,0.703379,-1.29418126304655,-0.692404774425453,-0.877911466377081,-1.2088684780201,-1.12571780655132,-1.22363712637054,-6.42272091479104
"249","Jake Rogers","DET","19452",324.765,0.216938,0.703171,-1.22593097007297,-0.17727574154897,-0.92606148654987,-1.2713594118996,-1.56674195656564,-1.33928689926408,-6.50665646590114
"253","Michael A. Taylor","","11489",342.711,0.230896,0.684621,-1.11747290538318,-0.562916851004682,-1.05282448139077,-1.27507580390027,-1.25408089743653,-1.26442019018453,-6.52679112929996
"255","Alejandro Kirk","TOR","22581",318.624,0.266586,0.758442,-1.43128317316088,-1.02820294549863,-1.14364995378856,-0.86350879675196,-1.04471726712479,-1.18036095701367,-6.69172309333849
"257","Kevin Kiermaier","TOR","11038",362.876,0.243943,0.679301,-0.843321122822842,-1.34469674238567,-1.34907714066923,-1.15479802764868,-0.915700924837418,-1.12244330947271,-6.73003726783655
"264","Brayan Rocchio","CLE","23690",369.37,0.246711,0.669757,-0.933265341519638,-1.5191463702918,-1.19650059051527,-1.1703434085248,-0.821774210772265,-1.11184887856044,-6.75287880018421
"254","Trent Grisham","NYY","18564",313.818,0.221962,0.725752,-0.97143786220852,-0.57179182172682,-1.1799972152049,-1.12397973041803,-1.59550459540989,-1.34659550736639,-6.78930673233455
"256","Jason Heyward","LAD","4940",320.203,0.245635,0.727322,-1.11609679815447,-0.81994965691889,-1.21278202388182,-1.10918600583513,-1.27128860759091,-1.28518143536352,-6.81448452774473
"258","Dylan Carlson","STL","20126",325.851,0.249539,0.734379,-1.11837489163393,-1.16057129580762,-1.22494899505892,-0.96621924193555,-1.17545614812932,-1.2085735948421,-6.85414416740744
"260","Pete Crow-Armstrong","CHC","27769",324.04,0.248445,0.715325,-0.85293074557124,-1.08233632830719,-1.21912728714771,-1.23493475373108,-1.20451485437331,-1.29829453067268,-6.8921384998032
"265","Patrick Bailey","SFG","27478",366.543,0.229624,0.654403,-1.38063317600326,-1.11326743928553,-0.97459279160052,-1.24767782577174,-1.07259451023985,-1.20177409253916,-6.99053983544006
"259","Garrett Cooper","","15279",318.244,0.251383,0.731016,-1.48085194321022,-0.844132639271223,-1.07192287019823,-1.08952961792321,-1.22271175294738,-1.28816125134325,-6.99731007489352
"267","Kyle Isbel","KCR","21614",340.959,0.243335,0.694928,-0.959596401685825,-1.15808866716331,-1.3166679260511,-1.23450393666923,-1.11582904416175,-1.23674418674753,-7.02143016247874
"266","Yan Gomes","CHC","9627",339.65,0.251956,0.68722,-1.49405794703534,-1.05441430503524,-0.929168673763479,-1.24473342882107,-1.02179368147747,-1.2789213987442,-7.02308943487679
"275","Myles Straw","CLE","17620",411.801,0.247605,0.630605,-0.756013479320553,-2.09716953740122,-1.68007225038557,-1.15536946861394,-0.431292639937561,-0.964841550177629,-7.08475892583647
"261","Austin Wells","NYY","27562",312.309,0.231967,0.715604,-1.4064669873389,-0.641701909146023,-0.938439018032652,-1.23470363839951,-1.49497893513654,-1.397581812246,-7.11387230029962
"263","René Pinto","TBR","19859",341.378,0.227589,0.670387,-1.58208255396771,-0.499781149521312,-1.01150344410504,-1.40894641451362,-1.30585234423564,-1.33342790693252,-7.14159381327583
"272","Jon Berti","MIA","12037",350.351,0.259844,0.698595,-0.925667841945995,-1.52802396674492,-1.70293227059998,-1.11309880983582,-0.825054671513013,-1.14334936253593,-7.23812692317565
"262","Brandon Belt","","10264",280.964,0.22986,0.775015,-1.31804920691261,-0.415889044618268,-1.22310516967941,-1.0377945874539,-1.77831759399586,-1.4661887727757,-7.23934437543575
"270","Robbie Grossman","","5254",327.779,0.227985,0.699584,-1.08470652023566,-1.11492690126671,-1.2625709999475,-1.10822238569412,-1.41270101900032,-1.3280049860746,-7.31113281221891
"269","Junior Caminero","TBR","28163",289.935,0.265151,0.756099,-1.47603556790973,-0.793075300309105,-1.09432193406776,-1.21695263317227,-1.3353040985479,-1.44863428882459,-7.36432382283134
"273","Dominic Fletcher","CHW","26149",356.153,0.239539,0.667205,-1.2304871570319,-1.27339107894906,-1.3680901671906,-1.25815026928805,-1.03131837343153,-1.22855300890798,-7.38999005479912
"268","Hunter Goodman","COL","29715",287.423,0.247981,0.748988,-1.49460723353419,-0.690527376772693,-0.899587796224398,-1.27337464290135,-1.53713702216932,-1.4957792786056,-7.39101335020756
"271","Connor Wong","BOS","19896",333.654,0.236734,0.683095,-1.24201639154472,-0.911692697460748,-1.30909344586554,-1.34909856400021,-1.25924654275656,-1.34464262744668,-7.41579026907447
"274","Connor Joe","PIT","16572",319.4,0.24148,0.722359,-1.11699878440522,-1.20475972251852,-1.49251423539269,-1.07079930978792,-1.32621776976795,-1.31111679507052,-7.52240661694281
"277","Aaron Hicks","LAA","5297",324.689,0.226784,0.68374,-1.04936716148825,-1.13671127836618,-1.38865678731877,-1.23515969871844,-1.45213801235702,-1.41535704907559,-7.67738998732424
"278","Nick Senzel","WSN","19293",340.713,0.235929,0.662913,-1.1608838846822,-1.16067895077792,-1.42691616394348,-1.37387716662598,-1.20891251226656,-1.36920400071312,-7.70047267900925
"276","Travis d'Arnaud","ATL","7739",293.628,0.246585,0.723189,-1.45677584867092,-0.839787054494555,-1.10496376573341,-1.33479027358669,-1.49646072244924,-1.5307847072349,-7.76356237216971
"280","Jake Meyers","HOU","20308",323.834,0.236042,0.681546,-1.26213762329227,-1.08089480199759,-1.33916942466393,-1.36007167589777,-1.35109187194167,-1.43084122522484,-7.82420662301808
"281","Joshua Palacios","PIT","19818",304.917,0.256562,0.721357,-1.45272847446882,-1.08429249788944,-1.3153419652072,-1.28226051741962,-1.28652932036479,-1.43985317007653,-7.86100594542639
"282","Cavan Biggio","TOR","19252",308.208,0.225823,0.696875,-1.0350221109234,-1.15088234848079,-1.38840639127958,-1.25434001228406,-1.5974942632076,-1.50168471371558,-7.92782983989101
"279","Stone Garrett","WSN","19273",294.469,0.236656,0.711229,-1.47424894129766,-0.718163195367514,-1.1809703452663,-1.42900296300544,-1.59434483614648,-1.56562046802978,-7.96235074911319
"285","Mike Tauchman","CHC","15274",305.607,0.241862,0.706968,-0.9931144420423,-1.44600138230168,-1.5220268231029,-1.2227298116075,-1.44203215250411,-1.48647755867086,-8.11238217022936
"283","Edward Olivares","PIT","19698",295.574,0.262882,0.738089,-1.3962386945339,-1.1387173368371,-1.55405475284317,-1.28767063464041,-1.30559265752747,-1.46130348064744,-8.14357755702949
"288","Zach McKinstry","DET","19392",325.241,0.236413,0.68308,-1.25225624827602,-1.29069070752977,-1.66772886381722,-1.3450283977454,-1.33477636168295,-1.41341101488871,-8.30389159394006
"284","Tyrone Taylor","NYM","13675",287.923,0.233153,0.703104,-1.47627262839871,-0.770152668828555,-1.23989308594342,-1.52492437573436,-1.68651171635701,-1.64925410267932,-8.34700857794137
"287","Ezequiel Duran","TEX","23733",290.936,0.25416,0.72481,-1.48479524207569,-1.01196542510049,-1.47171998250161,-1.40532946221034,-1.44096648715448,-1.5484225061627,-8.36319910520532
"291","Harold Ramírez","TBR","14387",290.196,0.281982,0.737239,-1.66315724119878,-1.42928204026819,-1.3108234548636,-1.29793664259424,-1.15680775842328,-1.51171156315388,-8.36971870050196
"292","Gio Urshela","DET","10681",298.237,0.27407,0.726772,-1.67699926096993,-1.35700616923341,-1.42816814413944,-1.29447540707918,-1.16013135440265,-1.47815695671026,-8.39493729253487
"286","Paul DeJong","CHW","18015",322.703,0.204355,0.635483,-1.56262046601879,-0.62103740631075,-1.30101248278253,-1.62421782483305,-1.72918152172248,-1.61778026504579,-8.45584996671339
"289","Luis Urías","SEA","16622",299.272,0.225163,0.699535,-1.48896981946699,-0.983322638673738,-1.47133300680468,-1.3106640975661,-1.67732761526798,-1.56662063939475,-8.49823781717424
"293","Enrique Hernández","LAD","10472",308.184,0.234703,0.674429,-1.45774721847942,-1.21019104705661,-1.31838086259193,-1.46017627395653,-1.49907505787274,-1.58459074585681,-8.53016120581404
"295","Mauricio Dubón","HOU","16530",307.233,0.260504,0.681943,-1.30955550305136,-1.42511106660188,-1.57104184777471,-1.49305116546496,-1.22147598869706,-1.56465798891771,-8.58489356050769
"290","Joey Votto","","4314",278.28,0.214509,0.714375,-1.71126317457222,-0.678619686765328,-1.23951180106556,-1.38478137714472,-1.95448348739402,-1.69281648523964,-8.66147601218148
"296","Garrett Mitchell","MIL","27555",302.452,0.23975,0.689113,-1.32406244858429,-1.27368122222267,-1.59362301785456,-1.43078225801837,-1.49254714407936,-1.57771148654716,-8.69240757730642
"294","Drew Waters","KCR","20505",295.498,0.239093,0.708296,-1.33795072406061,-1.1818475939619,-1.63162061680194,-1.41803260647059,-1.55962033593446,-1.56723263591023,-8.69630451313973
"299","Joey Ortiz","MIL","25493",298.686,0.25704,0.693385,-1.4905598593321,-1.54533934971152,-1.51744002293043,-1.45103077396286,-1.33899062843664,-1.59348408450816,-8.93684471888171
"300","Victor Robles","WSN","18363",319.065,0.239658,0.668187,-1.28998355780267,-1.54398709825534,-1.81729497068181,-1.44407595508904,-1.3500809351179,-1.52066335337641,-8.96608587032316
"297","Avisaíl García","MIA","5760",288.546,0.238771,0.685779,-1.76863759486846,-1.0057371912091,-1.42949979580241,-1.54939471133369,-1.62286388378439,-1.70378602879549,-9.07991920579355
